"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"
"Department of Labour"	"ACC"	581	581	"Case Management and Supporting Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	55,214	2009	"Actuals"	"A"
"Department of Labour"	"ACC"	581	581	"Case Management and Supporting Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	59,187	2010	"Actuals"	"A"
"Department of Labour"	"ACC"	581	581	"Case Management and Supporting Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	64,783	2011	"Estimated Actual"	"A"
"Department of Labour"	"ACC"	581	581	"Case Management and Supporting Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	67,863	2012	"Main Estimates"	"A"
"Department of Labour"	"ACC"	5055	5055	"Rehabilitation Entitlements and Services"	"Non-Departmental Output Expenses"		"Health"	432,238	2007	"Actuals"	"A"
"Department of Labour"	"ACC"	5055	5055	"Rehabilitation Entitlements and Services"	"Non-Departmental Output Expenses"		"Health"	460,170	2008	"Actuals"	"A"
"Department of Labour"	"ACC"	5055	5055	"Rehabilitation Entitlements and Services"	"Non-Departmental Output Expenses"		"Health"	674,176	2009	"Actuals"	"A"
"Department of Labour"	"ACC"	5055	5055	"Rehabilitation Entitlements and Services"	"Non-Departmental Output Expenses"		"Health"	692,729	2010	"Actuals"	"A"
"Department of Labour"	"ACC"	5055	5055	"Rehabilitation Entitlements and Services"	"Non-Departmental Output Expenses"		"Health"	624,392	2011	"Estimated Actual"	"A"
"Department of Labour"	"ACC"	5055	5055	"Rehabilitation Entitlements and Services"	"Non-Departmental Output Expenses"		"Health"	566,291	2012	"Main Estimates"	"A"
"Department of Labour"	"ACC"	7553	7553	"Public Health Acute Services"	"Non-Departmental Output Expenses"		"Health"	183,226	2007	"Actuals"	"A"
"Department of Labour"	"ACC"	7553	7553	"Public Health Acute Services"	"Non-Departmental Output Expenses"		"Health"	208,934	2008	"Actuals"	"A"
"Department of Labour"	"ACC"	7553	7553	"Public Health Acute Services"	"Non-Departmental Output Expenses"		"Health"	223,465	2009	"Actuals"	"A"
"Department of Labour"	"ACC"	7553	7553	"Public Health Acute Services"	"Non-Departmental Output Expenses"		"Health"	241,103	2010	"Actuals"	"A"
"Department of Labour"	"ACC"	7553	7553	"Public Health Acute Services"	"Non-Departmental Output Expenses"		"Health"	265,847	2011	"Estimated Actual"	"A"
"Department of Labour"	"ACC"	7553	7553	"Public Health Acute Services"	"Non-Departmental Output Expenses"		"Health"	258,963	2012	"Main Estimates"	"A"
"Department of Labour"	"ACC"	9783	9783	"Case Management and Supporting Services - Treatment Injuries for Non-Earners'"	"Non-Departmental Output Expenses"		"Health"	212,069	2011	"Estimated Actual"	"A"
"Department of Labour"	"ACC"	9783	9783	"Case Management and Supporting Services - Treatment Injuries for Non-Earners'"	"Non-Departmental Output Expenses"		"Health"	11,028	2012	"Main Estimates"	"A"
"Department of Labour"	"ACC"	10169	10169	"Public Health Acute Services - Treatment Injuries for Non-Earners'"	"Non-Departmental Output Expenses"		"Health"	766	2012	"Main Estimates"	"A"
"Department of Labour"	"ACC"	10170	10170	"Rehabilitation Entitlements and Services - Treatment Injuries for Non-Earners'"	"Non-Departmental Output Expenses"		"Health"	169,997	2012	"Main Estimates"	"A"
"Department of Labour"	"ACC"	583	583	"Compensation Entitlements"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	106,988	2007	"Actuals"	"A"
"Department of Labour"	"ACC"	583	583	"Compensation Entitlements"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	145,271	2008	"Actuals"	"A"
"Department of Labour"	"ACC"	583	583	"Compensation Entitlements"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	280,603	2009	"Actuals"	"A"
"Department of Labour"	"ACC"	583	583	"Compensation Entitlements"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	269,891	2010	"Actuals"	"A"
"Department of Labour"	"ACC"	583	583	"Compensation Entitlements"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	35,771	2011	"Estimated Actual"	"A"
"Department of Labour"	"ACC"	583	583	"Compensation Entitlements"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	4,001	2012	"Main Estimates"	"A"
"Department of Labour"	"ACC"	9784	9784	"Compensation Entitlements - Treatment Injuries for Non-Earners'"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	18,959	2011	"Estimated Actual"	"A"
"Department of Labour"	"ACC"	9784	9784	"Compensation Entitlements - Treatment Injuries for Non-Earners'"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	9,477	2012	"Main Estimates"	"A"
"Department of Labour"	"Immigration"	7750	7750	"Services to Increase the Capacity of New Zealand through Immigration"	"Departmental Output Expenses"		"Other Economic"	142,655	2007	"Actuals"	"A"
"Department of Labour"	"Immigration"	7750	7750	"Services to Increase the Capacity of New Zealand through Immigration"	"Departmental Output Expenses"		"Other Economic"	151,949	2008	"Actuals"	"A"
"Department of Labour"	"Immigration"	7750	7750	"Services to Increase the Capacity of New Zealand through Immigration"	"Departmental Output Expenses"		"Other Economic"	170,114	2009	"Actuals"	"A"
"Department of Labour"	"Immigration"	7750	7750	"Services to Increase the Capacity of New Zealand through Immigration"	"Departmental Output Expenses"		"Other Economic"	174,044	2010	"Actuals"	"A"
"Department of Labour"	"Immigration"	7750	7750	"Services to Increase the Capacity of New Zealand through Immigration"	"Departmental Output Expenses"		"Other Economic"	196,248	2011	"Estimated Actual"	"A"
"Department of Labour"	"Immigration"	7750	7750	"Services to Increase the Capacity of New Zealand through Immigration"	"Departmental Output Expenses"		"Other Economic"	190,909	2012	"Main Estimates"	"A"
"Department of Labour"	"Immigration"	7751	7751	"Services to Position New Zealand as an International Citizen with Immigration-Related Interests and Obligations"	"Departmental Output Expenses"		"Other Economic"	15,971	2007	"Actuals"	"A"
"Department of Labour"	"Immigration"	7751	7751	"Services to Position New Zealand as an International Citizen with Immigration-Related Interests and Obligations"	"Departmental Output Expenses"		"Other Economic"	16,599	2008	"Actuals"	"A"
"Department of Labour"	"Immigration"	7751	7751	"Services to Position New Zealand as an International Citizen with Immigration-Related Interests and Obligations"	"Departmental Output Expenses"		"Other Economic"	18,142	2009	"Actuals"	"A"
"Department of Labour"	"Immigration"	7751	7751	"Services to Position New Zealand as an International Citizen with Immigration-Related Interests and Obligations"	"Departmental Output Expenses"		"Other Economic"	16,609	2010	"Actuals"	"A"
"Department of Labour"	"Immigration"	7751	7751	"Services to Position New Zealand as an International Citizen with Immigration-Related Interests and Obligations"	"Departmental Output Expenses"		"Other Economic"	16,346	2011	"Estimated Actual"	"A"
"Department of Labour"	"Immigration"	7751	7751	"Services to Position New Zealand as an International Citizen with Immigration-Related Interests and Obligations"	"Departmental Output Expenses"		"Other Economic"	15,159	2012	"Main Estimates"	"A"
"Department of Labour"	"Immigration"	9138	9138	"Immigration Advisers Authority"	"Departmental Output Expenses"		"Core Government Services"	1,819	2008	"Actuals"	"A"
"Department of Labour"	"Immigration"	9138	9138	"Immigration Advisers Authority"	"Departmental Output Expenses"		"Core Government Services"	2,260	2009	"Actuals"	"A"
"Department of Labour"	"Immigration"	9138	9138	"Immigration Advisers Authority"	"Departmental Output Expenses"		"Core Government Services"	2,563	2010	"Actuals"	"A"
"Department of Labour"	"Immigration"	9138	9138	"Immigration Advisers Authority"	"Departmental Output Expenses"		"Core Government Services"	2,920	2011	"Estimated Actual"	"A"
"Department of Labour"	"Immigration"	9138	9138	"Immigration Advisers Authority"	"Departmental Output Expenses"		"Core Government Services"	2,746	2012	"Main Estimates"	"A"
"Department of Labour"	"Immigration"	8996	8996	"RRB, RRA and RSAA Members' Salaries and Allowances"	"Non-Departmental Other Expenses"		"Core Government Services"	607	2007	"Actuals"	"A"
"Department of Labour"	"Immigration"	8996	8996	"RRB, RRA and RSAA Members' Salaries and Allowances"	"Non-Departmental Other Expenses"		"Core Government Services"	2,309	2008	"Actuals"	"A"
"Department of Labour"	"Immigration"	8996	8996	"RRB, RRA and RSAA Members' Salaries and Allowances"	"Non-Departmental Other Expenses"		"Core Government Services"	2,046	2009	"Actuals"	"A"
"Department of Labour"	"Immigration"	8996	8996	"RRB, RRA and RSAA Members' Salaries and Allowances"	"Non-Departmental Other Expenses"		"Core Government Services"	1,849	2010	"Actuals"	"A"
"Department of Labour"	"Immigration"	8996	8996	"RRB, RRA and RSAA Members' Salaries and Allowances"	"Non-Departmental Other Expenses"		"Core Government Services"	1,085	2011	"Estimated Actual"	"A"
"Department of Labour"	"Employment"	5370	5370	"Policy, Research and Evaluation"	"Departmental Output Expenses"		"Other Economic"	4,923	2007	"Actuals"	"A"
"Department of Labour"	"Employment"	5370	5370	"Policy, Research and Evaluation"	"Departmental Output Expenses"		"Other Economic"	4,959	2008	"Actuals"	"A"
"Department of Labour"	"Employment"	5370	5370	"Policy, Research and Evaluation"	"Departmental Output Expenses"		"Other Economic"	7,190	2009	"Actuals"	"A"
"Department of Labour"	"Employment"	5370	5370	"Policy, Research and Evaluation"	"Departmental Output Expenses"		"Other Economic"	5,228	2010	"Actuals"	"A"
"Department of Labour"	"Employment"	5370	5370	"Policy, Research and Evaluation"	"Departmental Output Expenses"		"Other Economic"	5,589	2011	"Estimated Actual"	"A"
"Department of Labour"	"Employment"	5370	5370	"Policy, Research and Evaluation"	"Departmental Output Expenses"		"Other Economic"	5,411	2012	"Main Estimates"	"A"
"Department of Labour"	"Employment"	8787	8787	"Labour Market Analysis and Knowledge"	"Departmental Output Expenses"		"Other Economic"	8,896	2007	"Actuals"	"A"
"Department of Labour"	"Employment"	8787	8787	"Labour Market Analysis and Knowledge"	"Departmental Output Expenses"		"Other Economic"	10,131	2008	"Actuals"	"A"
"Department of Labour"	"Employment"	8787	8787	"Labour Market Analysis and Knowledge"	"Departmental Output Expenses"		"Other Economic"	10,380	2009	"Actuals"	"A"
"Department of Labour"	"Employment"	8787	8787	"Labour Market Analysis and Knowledge"	"Departmental Output Expenses"		"Other Economic"	7,269	2010	"Actuals"	"A"
"Department of Labour"	"Employment"	8787	8787	"Labour Market Analysis and Knowledge"	"Departmental Output Expenses"		"Other Economic"	8,620	2011	"Estimated Actual"	"A"
"Department of Labour"	"Employment"	8787	8787	"Labour Market Analysis and Knowledge"	"Departmental Output Expenses"		"Other Economic"	8,474	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	621	621	"Services to the Maori Trustee"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	4,781	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	621	621	"Services to the Maori Trustee"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,101	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	621	621	"Services to the Maori Trustee"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	8,817	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7776	7776	"Operations Management"	"Departmental Output Expenses"		"Other Economic"	14,731	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7776	7776	"Operations Management"	"Departmental Output Expenses"		"Other Economic"	15,965	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7776	7776	"Operations Management"	"Departmental Output Expenses"		"Other Economic"	16,625	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7776	7776	"Operations Management"	"Departmental Output Expenses"		"Other Economic"	10,069	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7776	7776	"Operations Management"	"Departmental Output Expenses"		"Other Economic"	9,469	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7776	7776	"Operations Management"	"Departmental Output Expenses"		"Other Economic"	8,714	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8650	8650	"Policy - Social and Cultural"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,035	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8650	8650	"Policy - Social and Cultural"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,997	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8650	8650	"Policy - Social and Cultural"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	8,622	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8650	8650	"Policy - Social and Cultural"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	8,578	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8650	8650	"Policy - Social and Cultural"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	8,341	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8650	8650	"Policy - Social and Cultural"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,927	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8651	8651	"Policy - Crown Maori Relationships"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,898	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8651	8651	"Policy - Crown Maori Relationships"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,061	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8651	8651	"Policy - Crown Maori Relationships"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,571	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8651	8651	"Policy - Crown Maori Relationships"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	5,832	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8651	8651	"Policy - Crown Maori Relationships"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,553	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8651	8651	"Policy - Crown Maori Relationships"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,950	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8652	8652	"Policy - Economic and Enterprise"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	11,858	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8652	8652	"Policy - Economic and Enterprise"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	12,837	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8652	8652	"Policy - Economic and Enterprise"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	11,786	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8652	8652	"Policy - Economic and Enterprise"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	11,778	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8652	8652	"Policy - Economic and Enterprise"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	10,922	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8652	8652	"Policy - Economic and Enterprise"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	11,698	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8653	8653	"Relationships and Information"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	9,922	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8653	8653	"Relationships and Information"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	8,569	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8653	8653	"Relationships and Information"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	8,732	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8653	8653	"Relationships and Information"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,726	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8653	8653	"Relationships and Information"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,343	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8653	8653	"Relationships and Information"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,664	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9287	9287	"EEMED Establishment"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	49	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9552	9552	"Ministerial Economic Taskforce"	"Departmental Output Expenses"		"Other Economic"	111	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9552	9552	"Ministerial Economic Taskforce"	"Departmental Output Expenses"		"Other Economic"	485	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9552	9552	"Ministerial Economic Taskforce"	"Departmental Output Expenses"		"Other Economic"	500	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9558	9558	"Integrated Whanau Social Assistance"	"Departmental Output Expenses"		"Social Security and Welfare"	7,659	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9558	9558	"Integrated Whanau Social Assistance"	"Departmental Output Expenses"		"Social Security and Welfare"	7,582	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9558	9558	"Integrated Whanau Social Assistance"	"Departmental Output Expenses"		"Social Security and Welfare"	6,802	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9748	9748	"Whanau Ora Administration"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	1,019	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9748	9748	"Whanau Ora Administration"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	9,902	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9748	9748	"Whanau Ora Administration"	"Departmental Output Expenses"		"Heritage, Culture & Recreation"	8,838	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	622	622	"Promotion of the Maori Language"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	3,204	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	622	622	"Promotion of the Maori Language"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	3,204	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	622	622	"Promotion of the Maori Language"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	3,204	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	622	622	"Promotion of the Maori Language"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	3,204	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	622	622	"Promotion of the Maori Language"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	3,204	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	622	622	"Promotion of the Maori Language"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	5,204	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5483	5483	"Iwi Housing Support"	"Non-Departmental Output Expenses"		"Housing and Community"	456	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5483	5483	"Iwi Housing Support"	"Non-Departmental Output Expenses"		"Housing and Community"	455	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5483	5483	"Iwi Housing Support"	"Non-Departmental Output Expenses"		"Housing and Community"	454	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5483	5483	"Iwi Housing Support"	"Non-Departmental Output Expenses"		"Housing and Community"	449	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5483	5483	"Iwi Housing Support"	"Non-Departmental Output Expenses"		"Housing and Community"	586	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5483	5483	"Iwi Housing Support"	"Non-Departmental Output Expenses"		"Housing and Community"	456	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7415	7415	"Administration of Maori Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	1,608	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7415	7415	"Administration of Maori Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	1,608	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7415	7415	"Administration of Maori Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	2,128	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7415	7415	"Administration of Maori Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	2,128	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7415	7415	"Administration of Maori Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	1,808	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7415	7415	"Administration of Maori Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	1,808	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7601	7601	"Maori Television Channel"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	11,538	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7601	7601	"Maori Television Channel"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	16,506	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7601	7601	"Maori Television Channel"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	16,539	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7601	7601	"Maori Television Channel"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	16,574	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7601	7601	"Maori Television Channel"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	16,611	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7601	7601	"Maori Television Channel"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	16,611	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7684	7684	"Maori Television Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	40,332	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7684	7684	"Maori Television Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	40,332	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7684	7684	"Maori Television Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	40,332	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7684	7684	"Maori Television Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	40,332	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7684	7684	"Maori Television Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	40,332	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7684	7684	"Maori Television Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	40,332	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7685	7685	"Maori Radio Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	11,169	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7685	7685	"Maori Radio Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	10,744	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7685	7685	"Maori Radio Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	10,744	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7685	7685	"Maori Radio Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	11,344	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7685	7685	"Maori Radio Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	11,344	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7685	7685	"Maori Radio Broadcasting"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	11,344	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8973	8973	"Matauranga (Knowledge)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,202	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8973	8973	"Matauranga (Knowledge)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,734	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8973	8973	"Matauranga (Knowledge)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,122	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8973	8973	"Matauranga (Knowledge)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,502	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8973	8973	"Matauranga (Knowledge)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	8,316	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8973	8973	"Matauranga (Knowledge)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	5,993	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8974	8974	"Whakamana (Leadership)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	4,749	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8974	8974	"Whakamana (Leadership)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	10,569	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8974	8974	"Whakamana (Leadership)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	8,065	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8974	8974	"Whakamana (Leadership)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,899	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8974	8974	"Whakamana (Leadership)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,796	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8974	8974	"Whakamana (Leadership)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,394	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8975	8975	"Rawa (Resources)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	5,921	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8975	8975	"Rawa (Resources)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,489	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8975	8975	"Rawa (Resources)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,092	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8975	8975	"Rawa (Resources)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	5,443	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8975	8975	"Rawa (Resources)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	5,994	2011	"Estimated Actual"	"A"
