Department	vote	App id	MCOA id	Description	Revenue Type	Functional Classification	Amount ($000)	Year	Amount_Type_Desc	Periodicity
Inland Revenue Department	Revenue	448	448	Gaming Duties	Tax Revenue	No Functional Classification	264853	2009	Actuals	A
Inland Revenue Department	Revenue	448	448	Gaming Duties	Tax Revenue	No Functional Classification	265311	2010	Actuals	A
Inland Revenue Department	Revenue	448	448	Gaming Duties	Tax Revenue	No Functional Classification	266081	2011	Actuals	A
Inland Revenue Department	Revenue	448	448	Gaming Duties	Tax Revenue	No Functional Classification	276000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	448	448	Gaming Duties	Tax Revenue	No Functional Classification	281000	2013	Main Estimates	A
Inland Revenue Department	Revenue	449	449	Goods and Services Tax (IRD)	Tax Revenue	No Functional Classification	9487616	2008	Actuals	A
Inland Revenue Department	Revenue	449	449	Goods and Services Tax (IRD)	Tax Revenue	No Functional Classification	10050996	2009	Actuals	A
Inland Revenue Department	Revenue	449	449	Goods and Services Tax (IRD)	Tax Revenue	No Functional Classification	11478274	2010	Actuals	A
Inland Revenue Department	Revenue	449	449	Goods and Services Tax (IRD)	Tax Revenue	No Functional Classification	12575335	2011	Actuals	A
Inland Revenue Department	Revenue	449	449	Goods and Services Tax (IRD)	Tax Revenue	No Functional Classification	12952000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	449	449	Goods and Services Tax (IRD)	Tax Revenue	No Functional Classification	13743000	2013	Main Estimates	A
Inland Revenue Department	Revenue	450	450	Companies	Tax Revenue	No Functional Classification	9103504	2008	Actuals	A
Inland Revenue Department	Revenue	450	450	Companies	Tax Revenue	No Functional Classification	8294310	2009	Actuals	A
Inland Revenue Department	Revenue	450	450	Companies	Tax Revenue	No Functional Classification	6630791	2010	Actuals	A
Inland Revenue Department	Revenue	450	450	Companies	Tax Revenue	No Functional Classification	7727650	2011	Actuals	A
Inland Revenue Department	Revenue	450	450	Companies	Tax Revenue	No Functional Classification	8274000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	450	450	Companies	Tax Revenue	No Functional Classification	8968000	2013	Main Estimates	A
Inland Revenue Department	Revenue	451	451	Other Persons	Tax Revenue	No Functional Classification	3601100	2008	Actuals	A
Inland Revenue Department	Revenue	451	451	Other Persons	Tax Revenue	No Functional Classification	2772087	2009	Actuals	A
Inland Revenue Department	Revenue	451	451	Other Persons	Tax Revenue	No Functional Classification	2155950	2010	Actuals	A
Inland Revenue Department	Revenue	451	451	Other Persons	Tax Revenue	No Functional Classification	2111903	2011	Actuals	A
Inland Revenue Department	Revenue	451	451	Other Persons	Tax Revenue	No Functional Classification	2585000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	451	451	Other Persons	Tax Revenue	No Functional Classification	2819000	2013	Main Estimates	A
Inland Revenue Department	Revenue	452	452	Other Direct Taxes	Tax Revenue	No Functional Classification	2620	2008	Actuals	A
Inland Revenue Department	Revenue	452	452	Other Direct Taxes	Tax Revenue	No Functional Classification	1486	2009	Actuals	A
Inland Revenue Department	Revenue	452	452	Other Direct Taxes	Tax Revenue	No Functional Classification	1621	2010	Actuals	A
Inland Revenue Department	Revenue	452	452	Other Direct Taxes	Tax Revenue	No Functional Classification	1713	2011	Actuals	A
Inland Revenue Department	Revenue	453	453	Other Indirect Taxes	Tax Revenue	No Functional Classification	30530	2008	Actuals	A
Inland Revenue Department	Revenue	453	453	Other Indirect Taxes	Tax Revenue	No Functional Classification	7745	2009	Actuals	A
Inland Revenue Department	Revenue	453	453	Other Indirect Taxes	Tax Revenue	No Functional Classification	10523	2010	Actuals	A
Inland Revenue Department	Revenue	453	453	Other Indirect Taxes	Tax Revenue	No Functional Classification	87032	2011	Actuals	A
Inland Revenue Department	Revenue	453	453	Other Indirect Taxes	Tax Revenue	No Functional Classification	91000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	453	453	Other Indirect Taxes	Tax Revenue	No Functional Classification	96000	2013	Main Estimates	A
Inland Revenue Department	Revenue	454	454	Source Deductions	Tax Revenue	No Functional Classification	23768819	2008	Actuals	A
Inland Revenue Department	Revenue	454	454	Source Deductions	Tax Revenue	No Functional Classification	22966149	2009	Actuals	A
Inland Revenue Department	Revenue	454	454	Source Deductions	Tax Revenue	No Functional Classification	22134707	2010	Actuals	A
Inland Revenue Department	Revenue	454	454	Source Deductions	Tax Revenue	No Functional Classification	21243190	2011	Actuals	A
Inland Revenue Department	Revenue	454	454	Source Deductions	Tax Revenue	No Functional Classification	21562000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	454	454	Source Deductions	Tax Revenue	No Functional Classification	22977000	2013	Main Estimates	A
Inland Revenue Department	Revenue	455	455	Stamp and Cheque Duties	Tax Revenue	No Functional Classification	91534	2008	Actuals	A
Inland Revenue Department	Revenue	455	455	Stamp and Cheque Duties	Tax Revenue	No Functional Classification	90390	2009	Actuals	A
Inland Revenue Department	Revenue	455	455	Stamp and Cheque Duties	Tax Revenue	No Functional Classification	81664	2010	Actuals	A
Inland Revenue Department	Revenue	455	455	Stamp and Cheque Duties	Tax Revenue	No Functional Classification	4076	2011	Actuals	A
Inland Revenue Department	Revenue	455	455	Stamp and Cheque Duties	Tax Revenue	No Functional Classification	4000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	455	455	Stamp and Cheque Duties	Tax Revenue	No Functional Classification	3000	2013	Main Estimates	A
Inland Revenue Department	Revenue	456	456	Withholding Taxes	Tax Revenue	No Functional Classification	4345016	2008	Actuals	A
Inland Revenue Department	Revenue	456	456	Withholding Taxes	Tax Revenue	No Functional Classification	4097101	2009	Actuals	A
Inland Revenue Department	Revenue	456	456	Withholding Taxes	Tax Revenue	No Functional Classification	2815225	2010	Actuals	A
Inland Revenue Department	Revenue	456	456	Withholding Taxes	Tax Revenue	No Functional Classification	2365840	2011	Actuals	A
Inland Revenue Department	Revenue	456	456	Withholding Taxes	Tax Revenue	No Functional Classification	2415000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	456	456	Withholding Taxes	Tax Revenue	No Functional Classification	2503000	2013	Main Estimates	A
Inland Revenue Department	Revenue	435	435	Child Support Collections	Non-Tax Revenue	No Functional Classification	493989	2008	Actuals	A
Inland Revenue Department	Revenue	435	435	Child Support Collections	Non-Tax Revenue	No Functional Classification	574542	2009	Actuals	A
Inland Revenue Department	Revenue	435	435	Child Support Collections	Non-Tax Revenue	No Functional Classification	767900	2010	Actuals	A
Inland Revenue Department	Revenue	435	435	Child Support Collections	Non-Tax Revenue	No Functional Classification	719065	2011	Actuals	A
Inland Revenue Department	Revenue	435	435	Child Support Collections	Non-Tax Revenue	No Functional Classification	528000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	435	435	Child Support Collections	Non-Tax Revenue	No Functional Classification	881000	2013	Main Estimates	A
Inland Revenue Department	Revenue	437	437	Interest on Impaired Student Loans	Non-Tax Revenue	No Functional Classification	361219	2008	Actuals	A
Inland Revenue Department	Revenue	437	437	Interest on Impaired Student Loans	Non-Tax Revenue	No Functional Classification	401269	2009	Actuals	A
Inland Revenue Department	Revenue	437	437	Interest on Impaired Student Loans	Non-Tax Revenue	No Functional Classification	394777	2010	Actuals	A
Inland Revenue Department	Revenue	437	437	Interest on Impaired Student Loans	Non-Tax Revenue	No Functional Classification	420371	2011	Actuals	A
Inland Revenue Department	Revenue	437	437	Interest on Impaired Student Loans	Non-Tax Revenue	No Functional Classification	480000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	437	437	Interest on Impaired Student Loans	Non-Tax Revenue	No Functional Classification	601000	2013	Main Estimates	A
Inland Revenue Department	Revenue	438	438	Unclaimed Monies	Non-Tax Revenue	No Functional Classification	6106	2008	Actuals	A
Inland Revenue Department	Revenue	438	438	Unclaimed Monies	Non-Tax Revenue	No Functional Classification	2579	2009	Actuals	A
Inland Revenue Department	Revenue	438	438	Unclaimed Monies	Non-Tax Revenue	No Functional Classification	4667	2010	Actuals	A
Inland Revenue Department	Revenue	438	438	Unclaimed Monies	Non-Tax Revenue	No Functional Classification	5042	2011	Actuals	A
Inland Revenue Department	Revenue	438	438	Unclaimed Monies	Non-Tax Revenue	No Functional Classification	6000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	438	438	Unclaimed Monies	Non-Tax Revenue	No Functional Classification	6300	2013	Main Estimates	A
Inland Revenue Department	Revenue	440	440	Student Loans - Receipts	Capital Receipts	No Functional Classification	550048	2008	Actuals	A
Inland Revenue Department	Revenue	440	440	Student Loans - Receipts	Capital Receipts	No Functional Classification	619054	2009	Actuals	A
Inland Revenue Department	Revenue	440	440	Student Loans - Receipts	Capital Receipts	No Functional Classification	644322	2010	Actuals	A
Inland Revenue Department	Revenue	440	440	Student Loans - Receipts	Capital Receipts	No Functional Classification	690608	2011	Actuals	A
Inland Revenue Department	Revenue	440	440	Student Loans - Receipts	Capital Receipts	No Functional Classification	747000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	440	440	Student Loans - Receipts	Capital Receipts	No Functional Classification	840000	2013	Main Estimates	A
Inland Revenue Department	Revenue	3723	3723	Adverse Income Equalisation Account	Capital Receipts	No Functional Classification	1247	2008	Actuals	A
Inland Revenue Department	Revenue	3723	3723	Adverse Income Equalisation Account	Capital Receipts	No Functional Classification	590	2009	Actuals	A
Inland Revenue Department	Revenue	3723	3723	Adverse Income Equalisation Account	Capital Receipts	No Functional Classification	1440	2010	Actuals	A
Inland Revenue Department	Revenue	3723	3723	Adverse Income Equalisation Account	Capital Receipts	No Functional Classification	319	2011	Actuals	A
Inland Revenue Department	Revenue	3723	3723	Adverse Income Equalisation Account	Capital Receipts	No Functional Classification	1500	2012	Estimated Actual	A
Inland Revenue Department	Revenue	3723	3723	Adverse Income Equalisation Account	Capital Receipts	No Functional Classification	1000	2013	Main Estimates	A
Inland Revenue Department	Revenue	3724	3724	Income Equalisation Reserve Account	Capital Receipts	No Functional Classification	65405	2008	Actuals	A
Inland Revenue Department	Revenue	3724	3724	Income Equalisation Reserve Account	Capital Receipts	No Functional Classification	290431	2009	Actuals	A
Inland Revenue Department	Revenue	3724	3724	Income Equalisation Reserve Account	Capital Receipts	No Functional Classification	80150	2010	Actuals	A
Inland Revenue Department	Revenue	3724	3724	Income Equalisation Reserve Account	Capital Receipts	No Functional Classification	79363	2011	Actuals	A
Inland Revenue Department	Revenue	3724	3724	Income Equalisation Reserve Account	Capital Receipts	No Functional Classification	110000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	3724	3724	Income Equalisation Reserve Account	Capital Receipts	No Functional Classification	90000	2013	Main Estimates	A
Inland Revenue Department	Revenue	8918	8918	Environmental Restoration Accounts Scheme	Capital Receipts	No Functional Classification	2792	2010	Actuals	A
Inland Revenue Department	Revenue	8918	8918	Environmental Restoration Accounts Scheme	Capital Receipts	No Functional Classification	750	2011	Actuals	A
Inland Revenue Department	Revenue	8918	8918	Environmental Restoration Accounts Scheme	Capital Receipts	No Functional Classification	20000	2012	Estimated Actual	A
Inland Revenue Department	Revenue	8918	8918	Environmental Restoration Accounts Scheme	Capital Receipts	No Functional Classification	20000	2013	Main Estimates	A
Department of Internal Affairs	Internal Affairs	496	496	Forfeiture to the Crown	Non-Tax Revenue	No Functional Classification	173	2009	Actuals	A
Department of Internal Affairs	Internal Affairs	496	496	Forfeiture to the Crown	Non-Tax Revenue	No Functional Classification	101	2010	Actuals	A
Department of Internal Affairs	Internal Affairs	496	496	Forfeiture to the Crown	Non-Tax Revenue	No Functional Classification	43	2011	Actuals	A
Department of Internal Affairs	Internal Affairs	1282	1282	Refund of Benefit	Non-Tax Revenue	No Functional Classification	2	2008	Actuals	A
Department of Internal Affairs	Internal Affairs	1282	1282	Refund of Benefit	Non-Tax Revenue	No Functional Classification	4	2009	Actuals	A
Department of Internal Affairs	Internal Affairs	1282	1282	Refund of Benefit	Non-Tax Revenue	No Functional Classification	6	2010	Actuals	A
Department of Internal Affairs	Internal Affairs	1282	1282	Refund of Benefit	Non-Tax Revenue	No Functional Classification	2	2011	Actuals	A
Department of Internal Affairs	Internal Affairs	10493	10493	Lake Taupo fee revenue	Non-Tax Revenue	No Functional Classification	436	2013	Main Estimates	A
Department of Internal Affairs	Internal Affairs	10494	10494	Local Government Debt Vehicle Interest Received	Non-Tax Revenue	No Functional Classification	250	2013	Main Estimates	A
Department of Internal Affairs	Emergency Management	8994	8994	Refund of Non-Departmental payment	Non-Tax Revenue	No Functional Classification	1139	2010	Actuals	A
Department of Internal Affairs	Emergency Management	8994	8994	Refund of Non-Departmental payment	Non-Tax Revenue	No Functional Classification	43	2011	Actuals	A
Department of Internal Affairs	Local Government	9741	9741	Local Government Debt Vehicle Interest Received	Non-Tax Revenue	No Functional Classification	250	2012	Estimated Actual	A
Department of Internal Affairs	Local Government	9765	9765	Interest received from the Auckland Transition Agency	Non-Tax Revenue	No Functional Classification	125	2010	Actuals	A
Department of Internal Affairs	Local Government	9765	9765	Interest received from the Auckland Transition Agency	Non-Tax Revenue	No Functional Classification	380	2011	Actuals	A
Department of Internal Affairs	Local Government	10218	10218	Lake Taupo fee revenue	Non-Tax Revenue	No Functional Classification	414	2012	Estimated Actual	A
Department of Internal Affairs	Local Government	9768	9768	Repayment of loan from the Auckland Transition Agency	Capital Receipts	No Functional Classification	59700	2012	Estimated Actual	A
Department of Internal Affairs	Ministerial Services	5904	5904	Rent from Crown Properties	Non-Tax Revenue	No Functional Classification	10	2008	Actuals	A
Department of Internal Affairs	Ministerial Services	5904	5904	Rent from Crown Properties	Non-Tax Revenue	No Functional Classification	4	2009	Actuals	A
Department of Internal Affairs	Ministerial Services	5904	5904	Rent from Crown Properties	Non-Tax Revenue	No Functional Classification	38	2011	Actuals	A
Department of Internal Affairs	Community and Voluntary Sector	8995	8995	Refund of Non-Departmental grants	Non-Tax Revenue	No Functional Classification	166	2009	Actuals	A
Department of Internal Affairs	Community and Voluntary Sector	8995	8995	Refund of Non-Departmental grants	Non-Tax Revenue	No Functional Classification	357	2010	Actuals	A
Department of Internal Affairs	Community and Voluntary Sector	8995	8995	Refund of Non-Departmental grants	Non-Tax Revenue	No Functional Classification	249	2011	Actuals	A
Department of Labour	Labour	574	574	Employment Relations Authority Fees	Non-Tax Revenue	No Functional Classification	173	2008	Actuals	A
Department of Labour	Labour	574	574	Employment Relations Authority Fees	Non-Tax Revenue	No Functional Classification	171	2009	Actuals	A
Department of Labour	Labour	574	574	Employment Relations Authority Fees	Non-Tax Revenue	No Functional Classification	189	2010	Actuals	A
Department of Labour	Labour	574	574	Employment Relations Authority Fees	Non-Tax Revenue	No Functional Classification	163	2011	Actuals	A
Department of Labour	Labour	574	574	Employment Relations Authority Fees	Non-Tax Revenue	No Functional Classification	193	2012	Estimated Actual	A
Department of Labour	Labour	574	574	Employment Relations Authority Fees	Non-Tax Revenue	No Functional Classification	193	2013	Main Estimates	A
Department of Labour	Labour	575	575	Health and Safety in Employment Levy	Non-Tax Revenue	No Functional Classification	37977	2008	Actuals	A
Department of Labour	Labour	575	575	Health and Safety in Employment Levy	Non-Tax Revenue	No Functional Classification	41138	2009	Actuals	A
Department of Labour	Labour	575	575	Health and Safety in Employment Levy	Non-Tax Revenue	No Functional Classification	49017	2010	Actuals	A
Department of Labour	Labour	575	575	Health and Safety in Employment Levy	Non-Tax Revenue	No Functional Classification	43802	2011	Actuals	A
Department of Labour	Labour	575	575	Health and Safety in Employment Levy	Non-Tax Revenue	No Functional Classification	43911	2012	Estimated Actual	A
Department of Labour	Labour	575	575	Health and Safety in Employment Levy	Non-Tax Revenue	No Functional Classification	45448	2013	Main Estimates	A
Department of Labour	Labour	576	576	Health and Safety Fees and Licences	Non-Tax Revenue	No Functional Classification	32	2008	Actuals	A
Department of Labour	Labour	576	576	Health and Safety Fees and Licences	Non-Tax Revenue	No Functional Classification	37	2009	Actuals	A
Department of Labour	Labour	576	576	Health and Safety Fees and Licences	Non-Tax Revenue	No Functional Classification	34	2010	Actuals	A
Department of Labour	Labour	576	576	Health and Safety Fees and Licences	Non-Tax Revenue	No Functional Classification	29	2011	Actuals	A
Department of Labour	Labour	576	576	Health and Safety Fees and Licences	Non-Tax Revenue	No Functional Classification	33	2012	Estimated Actual	A
Department of Labour	Labour	576	576	Health and Safety Fees and Licences	Non-Tax Revenue	No Functional Classification	33	2013	Main Estimates	A
Department of Labour	Labour	7528	7528	Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration	Non-Tax Revenue	No Functional Classification	227	2008	Actuals	A
Department of Labour	Labour	7528	7528	Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration	Non-Tax Revenue	No Functional Classification	227	2009	Actuals	A
Department of Labour	Labour	7528	7528	Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration	Non-Tax Revenue	No Functional Classification	240	2010	Actuals	A
Department of Labour	Labour	7528	7528	Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration	Non-Tax Revenue	No Functional Classification	262	2011	Actuals	A
Department of Labour	Labour	7528	7528	Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration	Non-Tax Revenue	No Functional Classification	262	2012	Estimated Actual	A
Department of Labour	Labour	7528	7528	Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration	Non-Tax Revenue	No Functional Classification	262	2013	Main Estimates	A
Department of Labour	Labour	7686	7686	Programme Recoveries	Non-Tax Revenue	No Functional Classification	1	2008	Actuals	A
Department of Labour	Labour	8580	8580	Infringement Notice Fines	Non-Tax Revenue	No Functional Classification	28	2008	Actuals	A
Department of Labour	Labour	8580	8580	Infringement Notice Fines	Non-Tax Revenue	No Functional Classification	10	2009	Actuals	A
Department of Labour	Labour	8580	8580	Infringement Notice Fines	Non-Tax Revenue	No Functional Classification	7	2010	Actuals	A
Department of Labour	Labour	8580	8580	Infringement Notice Fines	Non-Tax Revenue	No Functional Classification	15	2011	Actuals	A
Department of Labour	Labour	8580	8580	Infringement Notice Fines	Non-Tax Revenue	No Functional Classification	247	2012	Estimated Actual	A
Department of Labour	Labour	8580	8580	Infringement Notice Fines	Non-Tax Revenue	No Functional Classification	247	2013	Main Estimates	A
Department of Labour	ACC	3730	3730	Repayment of Non-Earners' Account Surplus	Non-Tax Revenue	No Functional Classification	9925	2009	Actuals	A
Department of Labour	ACC	10290	10290	Dividends from Crown Entities	Non-Tax Revenue	No Functional Classification	500	2012	Estimated Actual	A
Department of Labour	ACC	10290	10290	Dividends from Crown Entities	Non-Tax Revenue	No Functional Classification	500	2013	Main Estimates	A
Department of Labour	Immigration	3394	3394	Non-Principal Applicants English Language Fees	Non-Tax Revenue	No Functional Classification	795	2008	Actuals	A
Department of Labour	Immigration	3394	3394	Non-Principal Applicants English Language Fees	Non-Tax Revenue	No Functional Classification	3354	2009	Actuals	A
Department of Labour	Immigration	3394	3394	Non-Principal Applicants English Language Fees	Non-Tax Revenue	No Functional Classification	2834	2010	Actuals	A
Department of Labour	Immigration	3395	3395	Migrant Levy	Non-Tax Revenue	No Functional Classification	10418	2008	Actuals	A
Department of Labour	Immigration	3395	3395	Migrant Levy	Non-Tax Revenue	No Functional Classification	10450	2009	Actuals	A
Department of Labour	Immigration	3395	3395	Migrant Levy	Non-Tax Revenue	No Functional Classification	10391	2010	Actuals	A
Department of Labour	Immigration	3395	3395	Migrant Levy	Non-Tax Revenue	No Functional Classification	9490	2011	Actuals	A
Department of Labour	Immigration	3395	3395	Migrant Levy	Non-Tax Revenue	No Functional Classification	9715	2012	Estimated Actual	A
Department of Labour	Immigration	3395	3395	Migrant Levy	Non-Tax Revenue	No Functional Classification	9715	2013	Main Estimates	A
Department of Labour	Immigration	9411	9411	Immigration Adviser Levy	Non-Tax Revenue	No Functional Classification	227	2009	Actuals	A
Department of Labour	Immigration	9411	9411	Immigration Adviser Levy	Non-Tax Revenue	No Functional Classification	428	2010	Actuals	A
Department of Labour	Immigration	9411	9411	Immigration Adviser Levy	Non-Tax Revenue	No Functional Classification	494	2011	Actuals	A
Department of Labour	Immigration	9411	9411	Immigration Adviser Levy	Non-Tax Revenue	No Functional Classification	982	2012	Estimated Actual	A
Department of Labour	Immigration	9411	9411	Immigration Adviser Levy	Non-Tax Revenue	No Functional Classification	982	2013	Main Estimates	A
Department of Labour	Immigration	10066	10066	Other	Non-Tax Revenue	No Functional Classification	1577	2011	Actuals	A
Department of Labour	Employment	7411	7411	Programme Recoveries	Non-Tax Revenue	No Functional Classification	4	2008	Actuals	A
Te Puni Kokiri	Maori Affairs	635	635	Miscellaneous Receipts	Non-Tax Revenue	No Functional Classification	6102	2008	Actuals	A
Te Puni Kokiri	Maori Affairs	635	635	Miscellaneous Receipts	Non-Tax Revenue	No Functional Classification	8864	2009	Actuals	A
Te Puni Kokiri	Maori Affairs	636	636	Mortgage Repayments Intended for HNZC	Non-Tax Revenue	No Functional Classification	1	2008	Actuals	A
Te Puni Kokiri	Maori Affairs	636	636	Mortgage Repayments Intended for HNZC	Non-Tax Revenue	No Functional Classification	10	2012	Estimated Actual	A
Te Puni Kokiri	Maori Affairs	636	636	Mortgage Repayments Intended for HNZC	Non-Tax Revenue	No Functional Classification	10	2013	Main Estimates	A
Te Puni Kokiri	Maori Affairs	1274	1274	Interest on Advances	Non-Tax Revenue	No Functional Classification	21	2008	Actuals	A
Te Puni Kokiri	Maori Affairs	1274	1274	Interest on Advances	Non-Tax Revenue	No Functional Classification	23	2009	Actuals	A
Te Puni Kokiri	Maori Affairs	1274	1274	Interest on Advances	Non-Tax Revenue	No Functional Classification	8	2010	Actuals	A
Te Puni Kokiri	Maori Affairs	1275	1275	Rent Received	Non-Tax Revenue	No Functional Classification	-13	2008	Actuals	A
Te Puni Kokiri	Maori Affairs	1275	1275	Rent Received	Non-Tax Revenue	No Functional Classification	75	2009	Actuals	A
Te Puni Kokiri	Maori Affairs	1275	1275	Rent Received	Non-Tax Revenue	No Functional Classification	70	2010	Actuals	A
Te Puni Kokiri	Maori Affairs	3403	3403	Recovery of POBOCs	Non-Tax Revenue	No Functional Classification	18	2009	Actuals	A
Te Puni Kokiri	Maori Affairs	3403	3403	Recovery of POBOCs	Non-Tax Revenue	No Functional Classification	58	2010	Actuals	A
Te Puni Kokiri	Maori Affairs	3403	3403	Recovery of POBOCs	Non-Tax Revenue	No Functional Classification	77	2011	Actuals	A
Te Puni Kokiri	Maori Affairs	638	638	Repayment of Advances	Capital Receipts	No Functional Classification	538	2008	Actuals	A
Te Puni Kokiri	Maori Affairs	638	638	Repayment of Advances	Capital Receipts	No Functional Classification	876	2009	Actuals	A
Te Puni Kokiri	Maori Affairs	638	638	Repayment of Advances	Capital Receipts	No Functional Classification	54	2010	Actuals	A
Te Puni Kokiri	Maori Affairs	1276	1276	Sale of Properties	Capital Receipts	No Functional Classification	4596	2008	Actuals	A
Te Puni Kokiri	Maori Affairs	1276	1276	Sale of Properties	Capital Receipts	No Functional Classification	5	2010	Actuals	A
Te Puni Kokiri	Maori Affairs	1276	1276	Sale of Properties	Capital Receipts	No Functional Classification	4	2011	Actuals	A
Parliamentary Service	Parliamentary Service	9028	9028	Refund of Party and Members Support United	Non-Tax Revenue	No Functional Classification	3	2008	Actuals	A
Parliamentary Service	Parliamentary Service	9028	9028	Refund of Party and Members Support United	Non-Tax Revenue	No Functional Classification	1	2009	Actuals	A
New Zealand Police	Police	716	716	Infringement Fees	Non-Tax Revenue	No Functional Classification	84931	2008	Actuals	A
New Zealand Police	Police	716	716	Infringement Fees	Non-Tax Revenue	No Functional Classification	85970	2009	Actuals	A
New Zealand Police	Police	716	716	Infringement Fees	Non-Tax Revenue	No Functional Classification	81458	2010	Actuals	A
New Zealand Police	Police	716	716	Infringement Fees	Non-Tax Revenue	No Functional Classification	88519	2011	Actuals	A
New Zealand Police	Police	716	716	Infringement Fees	Non-Tax Revenue	No Functional Classification	87700	2012	Estimated Actual	A
New Zealand Police	Police	716	716	Infringement Fees	Non-Tax Revenue	No Functional Classification	87700	2013	Main Estimates	A
New Zealand Police	Police	3416	3416	Sale of Unclaimed Property	Non-Tax Revenue	No Functional Classification	394	2008	Actuals	A
New Zealand Police	Police	3416	3416	Sale of Unclaimed Property	Non-Tax Revenue	No Functional Classification	491	2009	Actuals	A
New Zealand Police	Police	3416	3416	Sale of Unclaimed Property	Non-Tax Revenue	No Functional Classification	344	2010	Actuals	A
New Zealand Police	Police	3416	3416	Sale of Unclaimed Property	Non-Tax Revenue	No Functional Classification	305	2011	Actuals	A
New Zealand Police	Police	3416	3416	Sale of Unclaimed Property	Non-Tax Revenue	No Functional Classification	400	2012	Estimated Actual	A
New Zealand Police	Police	3416	3416	Sale of Unclaimed Property	Non-Tax Revenue	No Functional Classification	400	2013	Main Estimates	A
State Services Commission	State Services	867	867	Reimbursement of Chief Executives' Remuneration	Non-Tax Revenue	No Functional Classification	11118	2008	Actuals	A
State Services Commission	State Services	867	867	Reimbursement of Chief Executives' Remuneration	Non-Tax Revenue	No Functional Classification	11887	2009	Actuals	A
State Services Commission	State Services	867	867	Reimbursement of Chief Executives' Remuneration	Non-Tax Revenue	No Functional Classification	12017	2010	Actuals	A
State Services Commission	State Services	867	867	Reimbursement of Chief Executives' Remuneration	Non-Tax Revenue	No Functional Classification	11337	2011	Actuals	A
State Services Commission	State Services	867	867	Reimbursement of Chief Executives' Remuneration	Non-Tax Revenue	No Functional Classification	12409	2012	Estimated Actual	A
State Services Commission	State Services	867	867	Reimbursement of Chief Executives' Remuneration	Non-Tax Revenue	No Functional Classification	13774	2013	Main Estimates	A
Land Information New Zealand	Lands	890	890	Pastoral Lease Rentals	Non-Tax Revenue	No Functional Classification	1768	2008	Actuals	A
Land Information New Zealand	Lands	890	890	Pastoral Lease Rentals	Non-Tax Revenue	No Functional Classification	1769	2009	Actuals	A
Land Information New Zealand	Lands	890	890	Pastoral Lease Rentals	Non-Tax Revenue	No Functional Classification	1796	2010	Actuals	A
Land Information New Zealand	Lands	890	890	Pastoral Lease Rentals	Non-Tax Revenue	No Functional Classification	1799	2011	Actuals	A
Land Information New Zealand	Lands	890	890	Pastoral Lease Rentals	Non-Tax Revenue	No Functional Classification	1902	2012	Estimated Actual	A
Land Information New Zealand	Lands	890	890	Pastoral Lease Rentals	Non-Tax Revenue	No Functional Classification	1902	2013	Main Estimates	A
Land Information New Zealand	Lands	892	892	Surplus Government Properties - Rents	Non-Tax Revenue	No Functional Classification	2636	2008	Actuals	A
Land Information New Zealand	Lands	892	892	Surplus Government Properties - Rents	Non-Tax Revenue	No Functional Classification	2489	2009	Actuals	A
Land Information New Zealand	Lands	892	892	Surplus Government Properties - Rents	Non-Tax Revenue	No Functional Classification	2283	2010	Actuals	A
Land Information New Zealand	Lands	892	892	Surplus Government Properties - Rents	Non-Tax Revenue	No Functional Classification	2555	2011	Actuals	A
Land Information New Zealand	Lands	892	892	Surplus Government Properties - Rents	Non-Tax Revenue	No Functional Classification	5235	2012	Estimated Actual	A
Land Information New Zealand	Lands	892	892	Surplus Government Properties - Rents	Non-Tax Revenue	No Functional Classification	2236	2013	Main Estimates	A
Land Information New Zealand	Lands	1254	1254	Transit Sales	Non-Tax Revenue	No Functional Classification	8443	2008	Actuals	A
Land Information New Zealand	Lands	1254	1254	Transit Sales	Non-Tax Revenue	No Functional Classification	15881	2009	Actuals	A
Land Information New Zealand	Lands	1254	1254	Transit Sales	Non-Tax Revenue	No Functional Classification	14030	2010	Actuals	A
Land Information New Zealand	Lands	1254	1254	Transit Sales	Non-Tax Revenue	No Functional Classification	32552	2011	Actuals	A
Land Information New Zealand	Lands	1254	1254	Transit Sales	Non-Tax Revenue	No Functional Classification	8000	2012	Estimated Actual	A
Land Information New Zealand	Lands	1254	1254	Transit Sales	Non-Tax Revenue	No Functional Classification	17000	2013	Main Estimates	A
