Department,Vote,App ID,MCOA ID,Description,Appropriation Type,Output Expense Type,Functional Classification,Amount ($000),Year,Amount_Type_Desc,Periodicity,Current Scope
Department of Internal Affairs,Community and Voluntary Sector (Old),8880,8880,Community Partnership Fund,Non-Departmental Other Expenses,,Core Government Services,"11,768",2009,Actuals,M,"A contestable fund for the development of initiatives by partnerships that will improve capability and skills to use information and communication technology, and develop community driven requirements for digital content."
Department of Internal Affairs,Community and Voluntary Sector (Old),9718,9718,Debt Write-downs,Non-Departmental Other Expenses,,Core Government Services,151,2010,Actuals,A,"This appropriation is limited to the provision for write-downs of Crown debt administered by the Department of Internal Affairs, either for debt write-offs or debt provisions resulting from the revaluation of debt in accordance with generally accepted accounting practice."
Department of Internal Affairs,Community and Voluntary Sector (Old),9788,9788,Digital Literacy and Connection,Non-Departmental Other Expenses,,Housing and Community,"2,782",2011,Actuals,A,This appropriation is limited to the provision of funding to selected communities to improve their access to digital tools and improve the capability of those communities in the use of digital tools.
Department of Internal Affairs,Community and Voluntary Sector (Old),9788,9788,Digital Literacy and Connection,Non-Departmental Other Expenses,,Housing and Community,"3,880",2012,Actuals,A,This appropriation is limited to the provision of funding to selected communities to improve their access to digital tools and improve the capability of those communities in the use of digital tools.
Department of Internal Affairs,National Library (Old),8953,8957,Policy Advice and Statutory Servicing,Departmental Output Expenses,,"Heritage, Culture & Recreation",780,2009,Actuals,A,"Policy advice on the role of information in New Zealand's cultural and economic life, including services to the Minister Responsible for the National Library, the support of the advisory bodies established under the National Library of New Zealand (Te Puna Matauranga o Aotearoa) Act 2003 and the Public Lending Right for New Zealand Authors Act 2008."
Department of Internal Affairs,National Library (Old),8950,8957,Collecting and Preserving Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","19,228",2009,Actuals,A,Collecting and preserving published and unpublished items for the National Library and Alexander Turnbull Library collections.
Department of Internal Affairs,National Library (Old),8952,8957,Library and Information Services to Schools,Departmental Output Expenses,,"Heritage, Culture & Recreation","13,333",2009,Actuals,A,"The provision of library and information services and products to schools, in support of the National Curriculum."
Department of Internal Affairs,National Library (Old),8951,8957,Access to Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","30,943",2009,Actuals,A,"The provision of services which assist access to library collections and other information, including cataloguing and describing, the provision of tools and finding aids,  providing access to the collections, and the purchase of information; and administration of the Public Lending Right for New Zealand Authors Scheme."
Department of Internal Affairs,National Library (Old),8953,8957,Policy Advice and Statutory Servicing,Departmental Output Expenses,,"Heritage, Culture & Recreation",913,2010,Actuals,A,"Policy advice on the role of information in New Zealand's cultural and economic life, including services to the Minister Responsible for the National Library, the support of the advisory bodies established under the National Library of New Zealand (Te Puna Matauranga o Aotearoa) Act 2003 and the Public Lending Right for New Zealand Authors Act 2008."
Department of Internal Affairs,National Library (Old),8951,8957,Access to Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","31,065",2010,Actuals,A,"The provision of services which assist access to library collections and other information, including cataloguing and describing, the provision of tools and finding aids,  providing access to the collections, and the purchase of information; and administration of the Public Lending Right for New Zealand Authors Scheme."
Department of Internal Affairs,National Library (Old),8950,8957,Collecting and Preserving Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","21,443",2010,Actuals,A,Collecting and preserving published and unpublished items for the National Library and Alexander Turnbull Library collections.
Department of Internal Affairs,National Library (Old),8952,8957,Library and Information Services to Schools,Departmental Output Expenses,,"Heritage, Culture & Recreation","12,195",2010,Actuals,A,"The provision of library and information services and products to schools, in support of the National Curriculum."
Department of Internal Affairs,National Library (Old),8952,8957,Library and Information Services to Schools,Departmental Output Expenses,,"Heritage, Culture & Recreation","12,227",2011,Actuals,A,"The provision of library and information services and products to schools, in support of the National Curriculum."
Department of Internal Affairs,National Library (Old),8953,8957,Policy Advice and Statutory Servicing,Departmental Output Expenses,,"Heritage, Culture & Recreation",827,2011,Actuals,A,"Policy advice on the role of information in New Zealand's cultural and economic life, including services to the Minister Responsible for the National Library, the support of the advisory bodies established under the National Library of New Zealand (Te Puna Matauranga o Aotearoa) Act 2003 and the Public Lending Right for New Zealand Authors Act 2008."
Department of Internal Affairs,National Library (Old),8950,8957,Collecting and Preserving Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","21,288",2011,Actuals,A,Collecting and preserving published and unpublished items for the National Library and Alexander Turnbull Library collections.
Department of Internal Affairs,National Library (Old),8951,8957,Access to Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","29,314",2011,Actuals,A,"The provision of services which assist access to library collections and other information, including cataloguing and describing, the provision of tools and finding aids,  providing access to the collections, and the purchase of information; and administration of the Public Lending Right for New Zealand Authors Scheme."
Department of Internal Affairs,National Library (Old),8952,8957,Library and Information Services to Schools,Departmental Output Expenses,,"Heritage, Culture & Recreation","15,395",2012,Actuals,A,"The provision of library and information services and products to schools, in support of the National Curriculum."
Department of Internal Affairs,National Library (Old),8950,8957,Collecting and Preserving Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","21,716",2012,Actuals,A,Collecting and preserving published and unpublished items for the National Library and Alexander Turnbull Library collections.
Department of Internal Affairs,National Library (Old),8953,8957,Policy Advice and Statutory Servicing,Departmental Output Expenses,,"Heritage, Culture & Recreation",720,2012,Actuals,A,"Policy advice on the role of information in New Zealand's cultural and economic life, including services to the Minister Responsible for the National Library, the support of the advisory bodies established under the National Library of New Zealand (Te Puna Matauranga o Aotearoa) Act 2003 and the Public Lending Right for New Zealand Authors Act 2008."
Department of Internal Affairs,National Library (Old),8951,8957,Access to Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","33,246",2012,Actuals,A,"The provision of services which assist access to library collections and other information, including cataloguing and describing, the provision of tools and finding aids,  providing access to the collections, and the purchase of information; and administration of the Public Lending Right for New Zealand Authors Scheme."
Department of Internal Affairs,National Library (Old),8080,8080,Asset Write-Offs,Departmental Other Expenses,,"Heritage, Culture & Recreation","2,584",2009,Actuals,A,This appropriation is limited to the expenses incurred in writing off capital expenditure incurred on the redevelopment of the National Library Building in Wellington but no longer required following the decision to scale back the redevelopment.
Department of Internal Affairs,National Library (Old),9475,9475,Public Lending Right for New Zealand Authors,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","2,002",2010,Actuals,A,This appropriation is limited to payment to New Zealand authors in recognition that their books are available for use in New Zealand libraries.
Department of Internal Affairs,National Library (Old),9475,9475,Public Lending Right for New Zealand Authors,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","1,999",2011,Actuals,A,This appropriation is limited to payment to New Zealand authors in recognition that their books are available for use in New Zealand libraries.
Department of Internal Affairs,National Library (Old),9475,9475,Public Lending Right for New Zealand Authors,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","2,004",2012,Actuals,A,This appropriation is limited to payment to New Zealand authors in recognition that their books are available for use in New Zealand libraries.
Department of Internal Affairs,National Library (Old),649,649,Heritage Collections - Annual,Non-Departmental Capital Expenditure,,No Functional Classification,"2,016",2009,Actuals,A,Purchase of material for the Alexander Turnbull Library collections held and managed by the National Library.
Department of Internal Affairs,National Library (Old),649,649,Heritage Collections - Annual,Non-Departmental Capital Expenditure,,No Functional Classification,"1,482",2010,Actuals,A,Purchase of material for the Alexander Turnbull Library collections held and managed by the National Library.
Department of Internal Affairs,National Library (Old),649,649,Heritage Collections - Annual,Non-Departmental Capital Expenditure,,No Functional Classification,"1,386",2011,Actuals,A,Purchase of material for the Alexander Turnbull Library collections held and managed by the National Library.
Department of Internal Affairs,National Library (Old),649,649,Heritage Collections - Annual,Non-Departmental Capital Expenditure,,No Functional Classification,"1,260",2012,Actuals,A,Purchase of material for the Alexander Turnbull Library collections held and managed by the National Library.
Department of Internal Affairs,National Library (Old),9223,9223,National Library of New Zealand - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,"10,013",2009,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the National Library of New Zealand, as authorised by section 24(1) of the Public Finance Act 1989."
Department of Internal Affairs,National Library (Old),9223,9223,National Library of New Zealand - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,"12,277",2010,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the National Library of New Zealand, as authorised by section 24(1) of the Public Finance Act 1989."
Department of Internal Affairs,National Library (Old),9223,9223,National Library of New Zealand - Capital Expenditure,Departmental Capital Expenditure,Permanent Legislative Authority,No Functional Classification,"6,186",2011,Actuals,A,"This appropriation is limited to the purchase or development of assets by and for the use of the National Library of New Zealand, as authorised by section 24(1) of the Public Finance Act 1989."
Te Puni Kokiri,Maori Affairs,621,621,Services to the Maori Trustee,Departmental Output Expenses,,"Heritage, Culture & Recreation","8,817",2009,Actuals,A,Provision of full office services to the Maori Trustee.
Te Puni Kokiri,Maori Affairs,7776,7776,Operations Management,Departmental Output Expenses,,Other Economic,"16,625",2009,Actuals,A,"This appropriation is limited to the design, delivery and management of community investment programmes, the Maori Business Facilitation Service, and management of land administered under Part 2 of the Maori Affairs Restructuring Act 1989."
Te Puni Kokiri,Maori Affairs,7776,7776,Operations Management,Departmental Output Expenses,,Other Economic,"10,069",2010,Actuals,A,"This appropriation is limited to the design, delivery and management of community investment programmes, the Maori Business Facilitation Service, and management of land administered under Part 2 of the Maori Affairs Restructuring Act 1989."
Te Puni Kokiri,Maori Affairs,7776,7776,Operations Management,Departmental Output Expenses,,Other Economic,"9,381",2011,Actuals,A,"This appropriation is limited to the design, delivery and management of community investment programmes, the Maori Business Facilitation Service, and management of land administered under Part 2 of the Maori Affairs Restructuring Act 1989."
Te Puni Kokiri,Maori Affairs,7776,7776,Operations Management,Departmental Output Expenses,,Other Economic,"9,094",2012,Actuals,A,"This appropriation is limited to the design, delivery and management of community investment programmes, the Maori Business Facilitation Service, and management of land administered under Part 2 of the Maori Affairs Restructuring Act 1989."
Te Puni Kokiri,Maori Affairs,7776,7776,Operations Management,Departmental Output Expenses,,Other Economic,"11,773",2013,Estimated Actual,A,"This appropriation is limited to the design, delivery and management of community investment programmes, the Maori Business Facilitation Service, and management of land administered under Part 2 of the Maori Affairs Restructuring Act 1989."
Te Puni Kokiri,Maori Affairs,7776,7776,Operations Management,Departmental Output Expenses,,Other Economic,"14,026",2014,Main Estimates,A,"This appropriation is limited to the design, delivery and management of community investment programmes, the Maori Business Facilitation Service, and management of land administered under Part 2 of the Maori Affairs Restructuring Act 1989."
Te Puni Kokiri,Maori Affairs,8650,8650,Policy - Social and Cultural,Departmental Output Expenses,,"Heritage, Culture & Recreation","8,622",2009,Actuals,A,Advice on policies and programmes that specifically impact on the social and cultural status of Maori people and resources.
Te Puni Kokiri,Maori Affairs,8650,8650,Policy - Social and Cultural,Departmental Output Expenses,,"Heritage, Culture & Recreation","8,578",2010,Actuals,A,Advice on policies and programmes that specifically impact on the social and cultural status of Maori people and resources.
Te Puni Kokiri,Maori Affairs,8650,8650,Policy - Social and Cultural,Departmental Output Expenses,,"Heritage, Culture & Recreation","8,084",2011,Actuals,A,Advice on policies and programmes that specifically impact on the social and cultural status of Maori people and resources.
Te Puni Kokiri,Maori Affairs,8650,8650,Policy - Social and Cultural,Departmental Output Expenses,,"Heritage, Culture & Recreation","6,750",2012,Actuals,A,Advice on policies and programmes that specifically impact on the social and cultural status of Maori people and resources.
Te Puni Kokiri,Maori Affairs,8651,8651,Policy - Crown Maori Relationships,Departmental Output Expenses,,"Heritage, Culture & Recreation","6,571",2009,Actuals,A,Advice on relationships between Maori people and the Crown. It includes Treaty policy issues and advice on the impact of legislation.
Te Puni Kokiri,Maori Affairs,8651,8651,Policy - Crown Maori Relationships,Departmental Output Expenses,,"Heritage, Culture & Recreation","5,832",2010,Actuals,A,Advice on relationships between Maori people and the Crown. It includes Treaty policy issues and advice on the impact of legislation.
Te Puni Kokiri,Maori Affairs,8651,8651,Policy - Crown Maori Relationships,Departmental Output Expenses,,"Heritage, Culture & Recreation","6,352",2011,Actuals,A,Advice on relationships between Maori people and the Crown. It includes Treaty policy issues and advice on the impact of legislation.
Te Puni Kokiri,Maori Affairs,8651,8651,Policy - Crown Maori Relationships,Departmental Output Expenses,,"Heritage, Culture & Recreation","6,410",2012,Actuals,A,Advice on relationships between Maori people and the Crown. It includes Treaty policy issues and advice on the impact of legislation.
Te Puni Kokiri,Maori Affairs,8652,8652,Policy - Economic and Enterprise,Departmental Output Expenses,,"Heritage, Culture & Recreation","11,786",2009,Actuals,A,Advice on policies and programmes that specifically impact on the economic and enterprise status of Maori people and resources. It includes the provision of Maori business development services.
Te Puni Kokiri,Maori Affairs,8652,8652,Policy - Economic and Enterprise,Departmental Output Expenses,,"Heritage, Culture & Recreation","11,778",2010,Actuals,A,Advice on policies and programmes that specifically impact on the economic and enterprise status of Maori people and resources. It includes the provision of Maori business development services.
Te Puni Kokiri,Maori Affairs,8652,8652,Policy - Economic and Enterprise,Departmental Output Expenses,,"Heritage, Culture & Recreation","10,436",2011,Actuals,A,Advice on policies and programmes that specifically impact on the economic and enterprise status of Maori people and resources. It includes the provision of Maori business development services.
Te Puni Kokiri,Maori Affairs,8652,8652,Policy - Economic and Enterprise,Departmental Output Expenses,,"Heritage, Culture & Recreation","11,706",2012,Actuals,A,Advice on policies and programmes that specifically impact on the economic and enterprise status of Maori people and resources. It includes the provision of Maori business development services.
Te Puni Kokiri,Maori Affairs,8653,8653,Relationships and Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","8,732",2009,Actuals,A,"Strengthening relationships with Maori, with emphasis on brokerage, co-ordination and facilitation to assist Maori to achieve their economic, social and cultural aspirations."
Te Puni Kokiri,Maori Affairs,8653,8653,Relationships and Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","7,726",2010,Actuals,A,"Strengthening relationships with Maori, with emphasis on brokerage, co-ordination and facilitation to assist Maori to achieve their economic, social and cultural aspirations."
Te Puni Kokiri,Maori Affairs,8653,8653,Relationships and Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","7,333",2011,Actuals,A,"Strengthening relationships with Maori, with emphasis on brokerage, co-ordination and facilitation to assist Maori to achieve their economic, social and cultural aspirations."
Te Puni Kokiri,Maori Affairs,8653,8653,Relationships and Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","7,066",2012,Actuals,A,"Strengthening relationships with Maori, with emphasis on brokerage, co-ordination and facilitation to assist Maori to achieve their economic, social and cultural aspirations."
Te Puni Kokiri,Maori Affairs,8653,8653,Relationships and Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","7,506",2013,Estimated Actual,A,"Strengthening relationships with Maori, with emphasis on brokerage, co-ordination and facilitation to assist Maori to achieve their economic, social and cultural aspirations."
Te Puni Kokiri,Maori Affairs,8653,8653,Relationships and Information,Departmental Output Expenses,,"Heritage, Culture & Recreation","7,785",2014,Main Estimates,A,"Strengthening relationships with Maori, with emphasis on brokerage, co-ordination and facilitation to assist Maori to achieve their economic, social and cultural aspirations."
Te Puni Kokiri,Maori Affairs,9552,9552,Ministerial Economic Taskforce,Departmental Output Expenses,,Other Economic,111,2009,Actuals,A,This appropriation is limited to the direct costs associated with running the Ministerial Economic Taskforce for the Minister of Maori Affairs.
Te Puni Kokiri,Maori Affairs,9552,9552,Ministerial Economic Taskforce,Departmental Output Expenses,,Other Economic,485,2010,Actuals,A,This appropriation is limited to the direct costs associated with running the Ministerial Economic Taskforce for the Minister of Maori Affairs.
Te Puni Kokiri,Maori Affairs,9552,9552,Ministerial Economic Taskforce,Departmental Output Expenses,,Other Economic,468,2011,Actuals,A,This appropriation is limited to the direct costs associated with running the Ministerial Economic Taskforce for the Minister of Maori Affairs.
Te Puni Kokiri,Maori Affairs,9558,9558,Integrated Whanau Social Assistance,Departmental Output Expenses,,Social Security and Welfare,"7,659",2010,Actuals,A,This appropriation is limited to community level social assistance through the provision of Whanau Advocates and Maori Wardens programmes.
Te Puni Kokiri,Maori Affairs,9558,9558,Integrated Whanau Social Assistance,Departmental Output Expenses,,Social Security and Welfare,"7,507",2011,Actuals,A,This appropriation is limited to community level social assistance through the provision of Whanau Advocates and Maori Wardens programmes.
Te Puni Kokiri,Maori Affairs,9558,9558,Integrated Whanau Social Assistance,Departmental Output Expenses,,Social Security and Welfare,"7,294",2012,Actuals,A,This appropriation is limited to community level social assistance through the provision of Whanau Advocates and Maori Wardens programmes.
Te Puni Kokiri,Maori Affairs,9558,9558,Integrated Whanau Social Assistance,Departmental Output Expenses,,Social Security and Welfare,"6,600",2013,Estimated Actual,A,This appropriation is limited to community level social assistance through the provision of Whanau Advocates and Maori Wardens programmes.
Te Puni Kokiri,Maori Affairs,9558,9558,Integrated Whanau Social Assistance,Departmental Output Expenses,,Social Security and Welfare,"6,652",2014,Main Estimates,A,This appropriation is limited to community level social assistance through the provision of Whanau Advocates and Maori Wardens programmes.
Te Puni Kokiri,Maori Affairs,9748,9748,Whanau Ora Administration,Departmental Output Expenses,,"Heritage, Culture & Recreation","1,019",2010,Actuals,A,"This appropriation is limited to activities associated with implementing, developing and evaluating the whanau ora service delivery approach."
Te Puni Kokiri,Maori Affairs,9748,9748,Whanau Ora Administration,Departmental Output Expenses,,"Heritage, Culture & Recreation","9,383",2011,Actuals,A,"This appropriation is limited to activities associated with implementing, developing and evaluating the whanau ora service delivery approach."
Te Puni Kokiri,Maori Affairs,9748,9748,Whanau Ora Administration,Departmental Output Expenses,,"Heritage, Culture & Recreation","10,042",2012,Actuals,A,"This appropriation is limited to activities associated with implementing, developing and evaluating the whanau ora service delivery approach."
Te Puni Kokiri,Maori Affairs,9748,9748,Whanau Ora Administration,Departmental Output Expenses,,"Heritage, Culture & Recreation","10,965",2013,Estimated Actual,A,"This appropriation is limited to activities associated with implementing, developing and evaluating the whanau ora service delivery approach."
Te Puni Kokiri,Maori Affairs,9748,9748,Whanau Ora Administration,Departmental Output Expenses,,"Heritage, Culture & Recreation","8,567",2014,Main Estimates,A,"This appropriation is limited to activities associated with implementing, developing and evaluating the whanau ora service delivery approach."
Te Puni Kokiri,Maori Affairs,10396,10395,Policy – Crown Maori Relationships,Departmental Output Expenses,,"Heritage, Culture & Recreation","8,829",2013,Estimated Actual,A,This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to Crown Maori Relationships.
Te Puni Kokiri,Maori Affairs,10398,10395,Ministerial Servicing,Departmental Output Expenses,,"Heritage, Culture & Recreation","1,603",2013,Estimated Actual,A,This output class is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision- making responsibilities).
Te Puni Kokiri,Maori Affairs,10397,10395,Policy – Maori Development,Departmental Output Expenses,,"Heritage, Culture & Recreation","12,136",2013,Estimated Actual,A,This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to Maori Development.
Te Puni Kokiri,Maori Affairs,10398,10395,Ministerial Servicing,Departmental Output Expenses,,"Heritage, Culture & Recreation","3,000",2014,Main Estimates,A,This output class is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision- making responsibilities).
Te Puni Kokiri,Maori Affairs,10397,10395,Policy – Maori Development,Departmental Output Expenses,,"Heritage, Culture & Recreation","12,729",2014,Main Estimates,A,This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to Maori Development.
Te Puni Kokiri,Maori Affairs,10396,10395,Policy – Crown Maori Relationships,Departmental Output Expenses,,"Heritage, Culture & Recreation","7,214",2014,Main Estimates,A,This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to Crown Maori Relationships.
Te Puni Kokiri,Maori Affairs,622,622,Promotion of the Maori Language,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","3,204",2009,Actuals,A,Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand.
Te Puni Kokiri,Maori Affairs,622,622,Promotion of the Maori Language,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","3,204",2010,Actuals,A,Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand.
Te Puni Kokiri,Maori Affairs,622,622,Promotion of the Maori Language,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","3,204",2011,Actuals,A,Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand.
Te Puni Kokiri,Maori Affairs,622,622,Promotion of the Maori Language,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","5,204",2012,Actuals,A,Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand.
Te Puni Kokiri,Maori Affairs,622,622,Promotion of the Maori Language,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","5,204",2013,Estimated Actual,A,Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand.
Te Puni Kokiri,Maori Affairs,622,622,Promotion of the Maori Language,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","7,204",2014,Main Estimates,A,Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand.
Te Puni Kokiri,Maori Affairs,5483,5483,Iwi Housing Support,Non-Departmental Output Expenses,,Housing and Community,454,2009,Actuals,A,Provision of capacity building support for Special Housing Action Zones.
Te Puni Kokiri,Maori Affairs,5483,5483,Iwi Housing Support,Non-Departmental Output Expenses,,Housing and Community,449,2010,Actuals,A,Provision of capacity building support for Special Housing Action Zones.
Te Puni Kokiri,Maori Affairs,5483,5483,Iwi Housing Support,Non-Departmental Output Expenses,,Housing and Community,586,2011,Actuals,A,Provision of capacity building support for Special Housing Action Zones.
Te Puni Kokiri,Maori Affairs,5483,5483,Iwi Housing Support,Non-Departmental Output Expenses,,Housing and Community,438,2012,Actuals,A,Provision of capacity building support for Special Housing Action Zones.
Te Puni Kokiri,Maori Affairs,5483,5483,Iwi Housing Support,Non-Departmental Output Expenses,,Housing and Community,456,2013,Estimated Actual,A,Provision of capacity building support for Special Housing Action Zones.
Te Puni Kokiri,Maori Affairs,5483,5483,Iwi Housing Support,Non-Departmental Output Expenses,,Housing and Community,456,2014,Main Estimates,A,Provision of capacity building support for Special Housing Action Zones.
Te Puni Kokiri,Maori Affairs,7415,7415,Administration of Maori Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","2,128",2009,Actuals,A,Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy.
Te Puni Kokiri,Maori Affairs,7415,7415,Administration of Maori Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","2,128",2010,Actuals,A,Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy.
Te Puni Kokiri,Maori Affairs,7415,7415,Administration of Maori Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","1,808",2011,Actuals,A,Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy.
Te Puni Kokiri,Maori Affairs,7415,7415,Administration of Maori Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","1,808",2012,Actuals,A,Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy.
Te Puni Kokiri,Maori Affairs,7415,7415,Administration of Maori Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","1,808",2013,Estimated Actual,A,Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy.
Te Puni Kokiri,Maori Affairs,7415,7415,Administration of Maori Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","1,808",2014,Main Estimates,A,Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy.
Te Puni Kokiri,Maori Affairs,7601,7601,Maori Television Channel,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","16,539",2009,Actuals,A,Administration costs of the Maori Television channel.
Te Puni Kokiri,Maori Affairs,7601,7601,Maori Television Channel,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","16,574",2010,Actuals,A,Administration costs of the Maori Television channel.
Te Puni Kokiri,Maori Affairs,7601,7601,Maori Television Channel,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","16,611",2011,Actuals,A,Administration costs of the Maori Television channel.
Te Puni Kokiri,Maori Affairs,7601,7601,Maori Television Channel,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","16,611",2012,Actuals,A,Administration costs of the Maori Television channel.
Te Puni Kokiri,Maori Affairs,7601,7601,Maori Television Channel,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","16,611",2013,Estimated Actual,A,Administration costs of the Maori Television channel.
Te Puni Kokiri,Maori Affairs,7601,7601,Maori Television Channel,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","16,611",2014,Main Estimates,A,Administration costs of the Maori Television channel.
Te Puni Kokiri,Maori Affairs,7684,7684,Maori Television Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","40,332",2009,Actuals,A,Promotion of Maori language and Maori culture through television broadcasting.   
Te Puni Kokiri,Maori Affairs,7684,7684,Maori Television Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","40,332",2010,Actuals,A,Promotion of Maori language and Maori culture through television broadcasting.   
Te Puni Kokiri,Maori Affairs,7684,7684,Maori Television Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","40,332",2011,Actuals,A,Promotion of Maori language and Maori culture through television broadcasting.   
Te Puni Kokiri,Maori Affairs,7684,7684,Maori Television Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","40,332",2012,Actuals,A,Promotion of Maori language and Maori culture through television broadcasting.   
Te Puni Kokiri,Maori Affairs,7684,7684,Maori Television Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","40,332",2013,Estimated Actual,A,Promotion of Maori language and Maori culture through television broadcasting.   
Te Puni Kokiri,Maori Affairs,7684,7684,Maori Television Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","40,332",2014,Main Estimates,A,Promotion of Maori language and Maori culture through television broadcasting.   
Te Puni Kokiri,Maori Affairs,7685,7685,Maori Radio Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","10,744",2009,Actuals,A,Promotion of Maori language and Maori culture through radio broadcasting.
Te Puni Kokiri,Maori Affairs,7685,7685,Maori Radio Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","11,344",2010,Actuals,A,Promotion of Maori language and Maori culture through radio broadcasting.
Te Puni Kokiri,Maori Affairs,7685,7685,Maori Radio Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","11,344",2011,Actuals,A,Promotion of Maori language and Maori culture through radio broadcasting.
Te Puni Kokiri,Maori Affairs,7685,7685,Maori Radio Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","11,344",2012,Actuals,A,Promotion of Maori language and Maori culture through radio broadcasting.
Te Puni Kokiri,Maori Affairs,7685,7685,Maori Radio Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","10,744",2013,Estimated Actual,A,Promotion of Maori language and Maori culture through radio broadcasting.
