"UnitName"	"VoteName"	"AppropriationID"	"ParentAppropriationID"	"Description"	"Revenue Type"	"FunctionalClassification"	"Amount $(000)"	"Year"	"AmountType"	"Periodicity"
"Ministry of Health"	"Health"	398	398	"ACC - Reimbursement of Work-Related Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 26,965 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	401	401	"Residual Health Management Rental"	"Non-Tax Revenue"	"No Functional Classification"	" 390 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	401	401	"Residual Health Management Rental"	"Non-Tax Revenue"	"No Functional Classification"	" 524 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	401	401	"Residual Health Management Rental"	"Non-Tax Revenue"	"No Functional Classification"	" 599 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	401	401	"Residual Health Management Rental"	"Non-Tax Revenue"	"No Functional Classification"	" 637 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	401	401	"Residual Health Management Rental"	"Non-Tax Revenue"	"No Functional Classification"	" 278 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	401	401	"Residual Health Management Rental"	"Non-Tax Revenue"	"No Functional Classification"	" 278 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	1250	1250	"Miscellaneous"	"Non-Tax Revenue"	"No Functional Classification"	" 109 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	1250	1250	"Miscellaneous"	"Non-Tax Revenue"	"No Functional Classification"	" 61 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	1250	1250	"Miscellaneous"	"Non-Tax Revenue"	"No Functional Classification"	" 12 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	1250	1250	"Miscellaneous"	"Non-Tax Revenue"	"No Functional Classification"	" 340 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	3986	3986	"ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 58,926 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	3986	3986	"ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 60,967 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	3986	3986	"ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 69,782 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	3986	3986	"ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 74,499 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	3986	3986	"ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 73,343 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	3986	3986	"ACC - Reimbursement of Earners' Non-Work-Related Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 77,288 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	5936	5936	"ACC - Reimbursement of Non-Earners Account"	"Non-Tax Revenue"	"No Functional Classification"	" 181,745 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	5936	5936	"ACC - Reimbursement of Non-Earners Account"	"Non-Tax Revenue"	"No Functional Classification"	" 190,893 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	5936	5936	"ACC - Reimbursement of Non-Earners Account"	"Non-Tax Revenue"	"No Functional Classification"	" 205,611 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	5936	5936	"ACC - Reimbursement of Non-Earners Account"	"Non-Tax Revenue"	"No Functional Classification"	" 231,073 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	5936	5936	"ACC - Reimbursement of Non-Earners Account"	"Non-Tax Revenue"	"No Functional Classification"	" 241,688 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	5936	5936	"ACC - Reimbursement of Non-Earners Account"	"Non-Tax Revenue"	"No Functional Classification"	" 254,631 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	7435	7435	"ACC - Reimbursement of Self-Employed Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 2,864 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	7435	7435	"ACC - Reimbursement of Self-Employed Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 4,278 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	7435	7435	"ACC - Reimbursement of Self-Employed Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 4,487 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	7435	7435	"ACC - Reimbursement of Self-Employed Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 4,366 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	7435	7435	"ACC - Reimbursement of Self-Employed Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 6,986 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	7435	7435	"ACC - Reimbursement of Self-Employed Public Hospital Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 7,362 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	7436	7436	"Payment of Capital Charge by DHBs"	"Non-Tax Revenue"	"No Functional Classification"	" 109,137 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	7436	7436	"Payment of Capital Charge by DHBs"	"Non-Tax Revenue"	"No Functional Classification"	" 137,572 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	7436	7436	"Payment of Capital Charge by DHBs"	"Non-Tax Revenue"	"No Functional Classification"	" 176,115 "	2008	"Actuals"	"A"
"h"	"Health"	7436	7436	"Payment of Capital Charge by DHBs"	"Non-Tax Revenue"	"No Functional Classification"	" 151,159 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	7436	7436	"Payment of Capital Charge by DHBs"	"Non-Tax Revenue"	"No Functional Classification"	" 199,709 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	7436	7436	"Payment of Capital Charge by DHBs"	"Non-Tax Revenue"	"No Functional Classification"	" 199,709 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	7437	7437	"ACC - Reimbursement of Medical Misadventure Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 1,613 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	7437	7437	"ACC - Reimbursement of Medical Misadventure Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 2,588 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	7437	7437	"ACC - Reimbursement of Medical Misadventure Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 3,739 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	7437	7437	"ACC - Reimbursement of Medical Misadventure Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 3,116 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	7437	7437	"ACC - Reimbursement of Medical Misadventure Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 2,233 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	7437	7437	"ACC - Reimbursement of Medical Misadventure Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 2,353 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	7439	7439	"Residual Health Management Unit - Surplus"	"Non-Tax Revenue"	"No Functional Classification"	" 2,125 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	7440	7440	"Net Surplus from DHBs"	"Non-Tax Revenue"	"No Functional Classification"	"-22,533 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	7440	7440	"Net Surplus from DHBs"	"Non-Tax Revenue"	"No Functional Classification"	"-159,609 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	8534	8534	"ACC - Reimbursement of Complex Burns Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 1,397 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	8534	8534	"ACC - Reimbursement of Complex Burns Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 6,275 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	8534	8534	"ACC - Reimbursement of Complex Burns Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 6,576 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	8534	8534	"ACC - Reimbursement of Complex Burns Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 4,306 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	8534	8534	"ACC - Reimbursement of Complex Burns Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 6,400 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	8534	8534	"ACC - Reimbursement of Complex Burns Costs"	"Non-Tax Revenue"	"No Functional Classification"	" 6,400 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	7441	7441	"Principal Repayments from the Residual Health Management Unit"	"Capital Receipts"	"No Functional Classification"	" 14,800 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	7772	7772	"Repayment of Residential Care Loans"	"Capital Receipts"	"No Functional Classification"	" 14,823 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	7772	7772	"Repayment of Residential Care Loans"	"Capital Receipts"	"No Functional Classification"	" 12,780 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	7772	7772	"Repayment of Residential Care Loans"	"Capital Receipts"	"No Functional Classification"	" 11,674 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	7772	7772	"Repayment of Residential Care Loans"	"Capital Receipts"	"No Functional Classification"	" 10,928 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	7772	7772	"Repayment of Residential Care Loans"	"Capital Receipts"	"No Functional Classification"	" 24,000 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	7772	7772	"Repayment of Residential Care Loans"	"Capital Receipts"	"No Functional Classification"	" 24,000 "	2011	"Main Estimates"	"A"
"Ministry of Health"	"Health"	8709	8709	"Repayment of DHB Debt"	"Capital Receipts"	"No Functional Classification"	" 22,002 "	2006	"Actuals"	"A"
"Ministry of Health"	"Health"	8709	8709	"Repayment of DHB Debt"	"Capital Receipts"	"No Functional Classification"	" 304 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	8709	8709	"Repayment of DHB Debt"	"Capital Receipts"	"No Functional Classification"	" 304 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	9136	9136	"Equity repayments by DHBs"	"Capital Receipts"	"No Functional Classification"	" 48,999 "	2007	"Actuals"	"A"
"Ministry of Health"	"Health"	9136	9136	"Equity repayments by DHBs"	"Capital Receipts"	"No Functional Classification"	" 12,499 "	2008	"Actuals"	"A"
"Ministry of Health"	"Health"	9136	9136	"Equity repayments by DHBs"	"Capital Receipts"	"No Functional Classification"	" 47,499 "	2009	"Actuals"	"A"
"Ministry of Health"	"Health"	9136	9136	"Equity repayments by DHBs"	"Capital Receipts"	"No Functional Classification"	" 12,499 "	2010	"Estimated Actual"	"A"
"Ministry of Health"	"Health"	9136	9136	"Equity repayments by DHBs"	"Capital Receipts"	"No Functional Classification"	" 12,499 "	2011	"Main Estimates"	"A"
"Department of Building and Housing"	"Housing"	8574	8574	"Interest on Housing New Zealand Corporation Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 96,748 "	2006	"Actuals"	"A"
"Department of Building and Housing"	"Housing"	8574	8574	"Interest on Housing New Zealand Corporation Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 115,163 "	2007	"Actuals"	"A"
"Department of Building and Housing"	"Housing"	8574	8574	"Interest on Housing New Zealand Corporation Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 151,764 "	2008	"Actuals"	"A"
"Department of Building and Housing"	"Housing"	8574	8574	"Interest on Housing New Zealand Corporation Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 108,725 "	2009	"Actuals"	"A"
"Department of Building and Housing"	"Housing"	8574	8574	"Interest on Housing New Zealand Corporation Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 114,003 "	2010	"Estimated Actual"	"A"
"Department of Building and Housing"	"Housing"	8574	8574	"Interest on Housing New Zealand Corporation Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 124,000 "	2011	"Main Estimates"	"A"
"Department of Building and Housing"	"Housing"	8615	8615	"Dividend from HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 14,140 "	2006	"Actuals"	"A"
"Department of Building and Housing"	"Housing"	8615	8615	"Dividend from HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 20,211 "	2007	"Actuals"	"A"
"Department of Building and Housing"	"Housing"	8615	8615	"Dividend from HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 12,999 "	2008	"Actuals"	"A"
"Department of Building and Housing"	"Housing"	8615	8615	"Dividend from HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 1,661 "	2009	"Actuals"	"A"
"Department of Building and Housing"	"Housing"	8615	8615	"Dividend from HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 132,000 "	2010	"Estimated Actual"	"A"
"Department of Building and Housing"	"Housing"	8615	8615	"Dividend from HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 41,000 "	2011	"Main Estimates"	"A"
"Department of Building and Housing"	"Housing"	9279	9279	"Services to support Homeownership"	"Non-Tax Revenue"	"No Functional Classification"	" 620 "	2010	"Estimated Actual"	"A"
"Department of Building and Housing"	"Housing"	9279	9279	"Services to support Homeownership"	"Non-Tax Revenue"	"No Functional Classification"	" 156 "	2011	"Main Estimates"	"A"
"Department of Building and Housing"	"Housing"	9278	9278	"Loans to support Homeownership"	"Capital Receipts"	"No Functional Classification"	" 2,124 "	2010	"Estimated Actual"	"A"
"Department of Building and Housing"	"Housing"	9278	9278	"Loans to support Homeownership"	"Capital Receipts"	"No Functional Classification"	" 5,047 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	447	447	"Fringe Benefit Tax"	"Tax Revenue"	"No Functional Classification"	" 449,829 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	447	447	"Fringe Benefit Tax"	"Tax Revenue"	"No Functional Classification"	" 467,712 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	447	447	"Fringe Benefit Tax"	"Tax Revenue"	"No Functional Classification"	" 522,220 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	447	447	"Fringe Benefit Tax"	"Tax Revenue"	"No Functional Classification"	" 500,120 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	447	447	"Fringe Benefit Tax"	"Tax Revenue"	"No Functional Classification"	" 459,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	447	447	"Fringe Benefit Tax"	"Tax Revenue"	"No Functional Classification"	" 430,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	448	448	"Gaming Duties"	"Tax Revenue"	"No Functional Classification"	" 314,876 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	448	448	"Gaming Duties"	"Tax Revenue"	"No Functional Classification"	" 286,206 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	448	448	"Gaming Duties"	"Tax Revenue"	"No Functional Classification"	" 301,889 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	448	448	"Gaming Duties"	"Tax Revenue"	"No Functional Classification"	" 264,853 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	448	448	"Gaming Duties"	"Tax Revenue"	"No Functional Classification"	" 269,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	448	448	"Gaming Duties"	"Tax Revenue"	"No Functional Classification"	" 273,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	449	449	"Goods and Services Tax (IRD)"	"Tax Revenue"	"No Functional Classification"	" 9,054,382 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	449	449	"Goods and Services Tax (IRD)"	"Tax Revenue"	"No Functional Classification"	" 9,714,455 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	449	449	"Goods and Services Tax (IRD)"	"Tax Revenue"	"No Functional Classification"	" 9,487,616 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	449	449	"Goods and Services Tax (IRD)"	"Tax Revenue"	"No Functional Classification"	" 10,050,996 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	449	449	"Goods and Services Tax (IRD)"	"Tax Revenue"	"No Functional Classification"	" 11,117,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	449	449	"Goods and Services Tax (IRD)"	"Tax Revenue"	"No Functional Classification"	" 13,326,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	450	450	"Companies"	"Tax Revenue"	"No Functional Classification"	" 9,797,491 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	450	450	"Companies"	"Tax Revenue"	"No Functional Classification"	" 9,622,371 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	450	450	"Companies"	"Tax Revenue"	"No Functional Classification"	" 9,103,504 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	450	450	"Companies"	"Tax Revenue"	"No Functional Classification"	" 8,294,310 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	450	450	"Companies"	"Tax Revenue"	"No Functional Classification"	" 6,447,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	450	450	"Companies"	"Tax Revenue"	"No Functional Classification"	" 8,550,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	451	451	"Other Persons"	"Tax Revenue"	"No Functional Classification"	" 3,986,585 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	451	451	"Other Persons"	"Tax Revenue"	"No Functional Classification"	" 3,359,668 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	451	451	"Other Persons"	"Tax Revenue"	"No Functional Classification"	" 3,601,100 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	451	451	"Other Persons"	"Tax Revenue"	"No Functional Classification"	" 2,772,087 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	451	451	"Other Persons"	"Tax Revenue"	"No Functional Classification"	" 2,282,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	451	451	"Other Persons"	"Tax Revenue"	"No Functional Classification"	" 2,919,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	452	452	"Other Direct Taxes"	"Tax Revenue"	"No Functional Classification"	" 2,960 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	452	452	"Other Direct Taxes"	"Tax Revenue"	"No Functional Classification"	" 2,008 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	452	452	"Other Direct Taxes"	"Tax Revenue"	"No Functional Classification"	" 2,620 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	452	452	"Other Direct Taxes"	"Tax Revenue"	"No Functional Classification"	" 1,486 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	452	452	"Other Direct Taxes"	"Tax Revenue"	"No Functional Classification"	" 2,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	452	452	"Other Direct Taxes"	"Tax Revenue"	"No Functional Classification"	" 1,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	453	453	"Other Indirect Taxes"	"Tax Revenue"	"No Functional Classification"	" 30,530 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	453	453	"Other Indirect Taxes"	"Tax Revenue"	"No Functional Classification"	" 7,745 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	453	453	"Other Indirect Taxes"	"Tax Revenue"	"No Functional Classification"	" 11,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	453	453	"Other Indirect Taxes"	"Tax Revenue"	"No Functional Classification"	" 15,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	454	454	"Source Deductions"	"Tax Revenue"	"No Functional Classification"	" 19,936,119 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	454	454	"Source Deductions"	"Tax Revenue"	"No Functional Classification"	" 21,372,732 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	454	454	"Source Deductions"	"Tax Revenue"	"No Functional Classification"	" 23,768,819 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	454	454	"Source Deductions"	"Tax Revenue"	"No Functional Classification"	" 22,966,149 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	454	454	"Source Deductions"	"Tax Revenue"	"No Functional Classification"	" 22,248,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	454	454	"Source Deductions"	"Tax Revenue"	"No Functional Classification"	" 20,580,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	455	455	"Stamp and Cheque Duties"	"Tax Revenue"	"No Functional Classification"	" 82,501 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	455	455	"Stamp and Cheque Duties"	"Tax Revenue"	"No Functional Classification"	" 92,111 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	455	455	"Stamp and Cheque Duties"	"Tax Revenue"	"No Functional Classification"	" 91,534 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	455	455	"Stamp and Cheque Duties"	"Tax Revenue"	"No Functional Classification"	" 90,390 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	455	455	"Stamp and Cheque Duties"	"Tax Revenue"	"No Functional Classification"	" 72,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	455	455	"Stamp and Cheque Duties"	"Tax Revenue"	"No Functional Classification"	" 81,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	456	456	"Withholding Taxes"	"Tax Revenue"	"No Functional Classification"	" 3,207,798 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	456	456	"Withholding Taxes"	"Tax Revenue"	"No Functional Classification"	" 3,654,034 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	456	456	"Withholding Taxes"	"Tax Revenue"	"No Functional Classification"	" 4,345,016 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	456	456	"Withholding Taxes"	"Tax Revenue"	"No Functional Classification"	" 4,097,101 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	456	456	"Withholding Taxes"	"Tax Revenue"	"No Functional Classification"	" 2,962,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	456	456	"Withholding Taxes"	"Tax Revenue"	"No Functional Classification"	" 2,341,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	435	435	"Child Support Collections"	"Non-Tax Revenue"	"No Functional Classification"	" 421,442 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	435	435	"Child Support Collections"	"Non-Tax Revenue"	"No Functional Classification"	" 420,153 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	435	435	"Child Support Collections"	"Non-Tax Revenue"	"No Functional Classification"	" 493,989 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	435	435	"Child Support Collections"	"Non-Tax Revenue"	"No Functional Classification"	" 574,542 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	435	435	"Child Support Collections"	"Non-Tax Revenue"	"No Functional Classification"	" 766,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	435	435	"Child Support Collections"	"Non-Tax Revenue"	"No Functional Classification"	" 848,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	437	437	"Interest on Impaired Student Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 314,791 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	437	437	"Interest on Impaired Student Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 556,578 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	437	437	"Interest on Impaired Student Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 361,219 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	437	437	"Interest on Impaired Student Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 401,269 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	437	437	"Interest on Impaired Student Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 407,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	437	437	"Interest on Impaired Student Loans"	"Non-Tax Revenue"	"No Functional Classification"	" 440,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	438	438	"Unclaimed Monies"	"Non-Tax Revenue"	"No Functional Classification"	" 5,498 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	438	438	"Unclaimed Monies"	"Non-Tax Revenue"	"No Functional Classification"	" 4,711 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	438	438	"Unclaimed Monies"	"Non-Tax Revenue"	"No Functional Classification"	" 6,106 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	438	438	"Unclaimed Monies"	"Non-Tax Revenue"	"No Functional Classification"	" 2,579 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	438	438	"Unclaimed Monies"	"Non-Tax Revenue"	"No Functional Classification"	" 7,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	438	438	"Unclaimed Monies"	"Non-Tax Revenue"	"No Functional Classification"	" 7,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	5550	5550	"ACC Levies"	"Non-Tax Revenue"	"No Functional Classification"	"-10 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	439	439	"Student Loans - Interest"	"Capital Receipts"	"No Functional Classification"	" 179,854 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	439	439	"Student Loans - Interest"	"Capital Receipts"	"No Functional Classification"	" 37,500 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	440	440	"Student Loans - Receipts"	"Capital Receipts"	"No Functional Classification"	" 306,519 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	440	440	"Student Loans - Receipts"	"Capital Receipts"	"No Functional Classification"	" 448,958 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	440	440	"Student Loans - Receipts"	"Capital Receipts"	"No Functional Classification"	" 550,048 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	440	440	"Student Loans - Receipts"	"Capital Receipts"	"No Functional Classification"	" 619,054 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	440	440	"Student Loans - Receipts"	"Capital Receipts"	"No Functional Classification"	" 647,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	440	440	"Student Loans - Receipts"	"Capital Receipts"	"No Functional Classification"	" 714,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	3723	3723	"Adverse Income Equalisation Account"	"Capital Receipts"	"No Functional Classification"	" 8 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	3723	3723	"Adverse Income Equalisation Account"	"Capital Receipts"	"No Functional Classification"	" 79 "	2007	"Actuals"	"A"
