"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"	"Curr_Mains_Scope"
"Parliamentary Service"	"Parliamentary Service"	3631	3631	"Party and Member Support - National"	"Non-Departmental Other Expenses"		"Core Government Services"	6058	2009	"Actuals"	"A"	"This appropriation is limited to funding for the National parliamentary party to support its Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3631	3631	"Party and Member Support - National"	"Non-Departmental Other Expenses"		"Core Government Services"	7033	2010	"Actuals"	"A"	"This appropriation is limited to funding for the National parliamentary party to support its Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3631	3631	"Party and Member Support - National"	"Non-Departmental Other Expenses"		"Core Government Services"	7122	2011	"Estimated Actual"	"A"	"This appropriation is limited to funding for the National parliamentary party to support its Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3631	3631	"Party and Member Support - National"	"Non-Departmental Other Expenses"		"Core Government Services"	7122	2012	"Main Estimates"	"A"	"This appropriation is limited to funding for the National parliamentary party to support its Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3632	3632	"Party and Member Support - New Zealand First"	"Non-Departmental Other Expenses"		"Core Government Services"	798	2007	"Actuals"	"A"	"This appropriation is limited to funding for the New Zealand First parliamentary party to support its Leader's office, research operations, Whips' office members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3632	3632	"Party and Member Support - New Zealand First"	"Non-Departmental Other Expenses"		"Core Government Services"	799	2008	"Actuals"	"A"	"This appropriation is limited to funding for the New Zealand First parliamentary party to support its Leader's office, research operations, Whips' office members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3632	3632	"Party and Member Support - New Zealand First"	"Non-Departmental Other Expenses"		"Core Government Services"	411	2009	"Actuals"	"A"	"This appropriation is limited to funding for the New Zealand First parliamentary party to support its Leader's office, research operations, Whips' office members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3633	3633	"Party and Member Support - United Future"	"Non-Departmental Other Expenses"		"Core Government Services"	331	2007	"Actuals"	"A"	"This appropriation is limited to funding for the United Future parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3633	3633	"Party and Member Support - United Future"	"Non-Departmental Other Expenses"		"Core Government Services"	298	2008	"Actuals"	"A"	"This appropriation is limited to funding for the United Future parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3633	3633	"Party and Member Support - United Future"	"Non-Departmental Other Expenses"		"Core Government Services"	202	2009	"Actuals"	"A"	"This appropriation is limited to funding for the United Future parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3633	3633	"Party and Member Support - United Future"	"Non-Departmental Other Expenses"		"Core Government Services"	128	2010	"Actuals"	"A"	"This appropriation is limited to funding for the United Future parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3633	3633	"Party and Member Support - United Future"	"Non-Departmental Other Expenses"		"Core Government Services"	187	2011	"Estimated Actual"	"A"	"This appropriation is limited to funding for the United Future parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3633	3633	"Party and Member Support - United Future"	"Non-Departmental Other Expenses"		"Core Government Services"	187	2012	"Main Estimates"	"A"	"This appropriation is limited to funding for the United Future parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3680	3680	"Party and Member Support - ACT"	"Non-Departmental Other Expenses"		"Core Government Services"	300	2007	"Actuals"	"A"	"This appropriation is limited to funding for the ACT parliamentary party to support its Leader's office, research operations, Whip's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3680	3680	"Party and Member Support - ACT"	"Non-Departmental Other Expenses"		"Core Government Services"	377	2008	"Actuals"	"A"	"This appropriation is limited to funding for the ACT parliamentary party to support its Leader's office, research operations, Whip's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3680	3680	"Party and Member Support - ACT"	"Non-Departmental Other Expenses"		"Core Government Services"	495	2009	"Actuals"	"A"	"This appropriation is limited to funding for the ACT parliamentary party to support its Leader's office, research operations, Whip's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3680	3680	"Party and Member Support - ACT"	"Non-Departmental Other Expenses"		"Core Government Services"	625	2010	"Actuals"	"A"	"This appropriation is limited to funding for the ACT parliamentary party to support its Leader's office, research operations, Whip's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3680	3680	"Party and Member Support - ACT"	"Non-Departmental Other Expenses"		"Core Government Services"	631	2011	"Estimated Actual"	"A"	"This appropriation is limited to funding for the ACT parliamentary party to support its Leader's office, research operations, Whip's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	3680	3680	"Party and Member Support - ACT"	"Non-Departmental Other Expenses"		"Core Government Services"	631	2012	"Main Estimates"	"A"	"This appropriation is limited to funding for the ACT parliamentary party to support its Leader's office, research operations, Whip's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5064	5064	"Member Support - Independent"	"Non-Departmental Other Expenses"		"Core Government Services"	27	2007	"Actuals"	"A"	"This appropriation is limited to funding for the Independent members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5064	5064	"Member Support - Independent"	"Non-Departmental Other Expenses"		"Core Government Services"	95	2008	"Actuals"	"A"	"This appropriation is limited to funding for the Independent members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5064	5064	"Member Support - Independent"	"Non-Departmental Other Expenses"		"Core Government Services"	47	2009	"Actuals"	"A"	"This appropriation is limited to funding for the Independent members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5064	5064	"Member Support - Independent"	"Non-Departmental Other Expenses"		"Core Government Services"	97	2011	"Estimated Actual"	"A"	"This appropriation is limited to funding for the Independent members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5064	5064	"Member Support - Independent"	"Non-Departmental Other Expenses"		"Core Government Services"	169	2012	"Main Estimates"	"A"	"This appropriation is limited to funding for the Independent members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5848	5848	"Party and Member Support - Green"	"Non-Departmental Other Expenses"		"Core Government Services"	727	2007	"Actuals"	"A"	"This appropriation is limited to funding for the Green parliamentary party to support its Co-Leaders' office, research operations, Parliamentary musterer's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5848	5848	"Party and Member Support - Green"	"Non-Departmental Other Expenses"		"Core Government Services"	864	2008	"Actuals"	"A"	"This appropriation is limited to funding for the Green parliamentary party to support its Co-Leaders' office, research operations, Parliamentary musterer's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5848	5848	"Party and Member Support - Green"	"Non-Departmental Other Expenses"		"Core Government Services"	1076	2009	"Actuals"	"A"	"This appropriation is limited to funding for the Green parliamentary party to support its Co-Leaders' office, research operations, Parliamentary musterer's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5848	5848	"Party and Member Support - Green"	"Non-Departmental Other Expenses"		"Core Government Services"	1244	2010	"Actuals"	"A"	"This appropriation is limited to funding for the Green parliamentary party to support its Co-Leaders' office, research operations, Parliamentary musterer's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5848	5848	"Party and Member Support - Green"	"Non-Departmental Other Expenses"		"Core Government Services"	1246	2011	"Estimated Actual"	"A"	"This appropriation is limited to funding for the Green parliamentary party to support its Co-Leaders' office, research operations, Parliamentary musterer's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	5848	5848	"Party and Member Support - Green"	"Non-Departmental Other Expenses"		"Core Government Services"	1246	2012	"Main Estimates"	"A"	"This appropriation is limited to funding for the Green parliamentary party to support its Co-Leaders' office, research operations, Parliamentary musterer's office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8475	8475	"Party and Member Support - Progressive Coalition"	"Non-Departmental Other Expenses"		"Core Government Services"	130	2007	"Actuals"	"A"	"This appropriation is limited to funding for the Progressive Coalition parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8475	8475	"Party and Member Support - Progressive Coalition"	"Non-Departmental Other Expenses"		"Core Government Services"	171	2008	"Actuals"	"A"	"This appropriation is limited to funding for the Progressive Coalition parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8475	8475	"Party and Member Support - Progressive Coalition"	"Non-Departmental Other Expenses"		"Core Government Services"	215	2009	"Actuals"	"A"	"This appropriation is limited to funding for the Progressive Coalition parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8475	8475	"Party and Member Support - Progressive Coalition"	"Non-Departmental Other Expenses"		"Core Government Services"	250	2010	"Actuals"	"A"	"This appropriation is limited to funding for the Progressive Coalition parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8475	8475	"Party and Member Support - Progressive Coalition"	"Non-Departmental Other Expenses"		"Core Government Services"	251	2011	"Estimated Actual"	"A"	"This appropriation is limited to funding for the Progressive Coalition parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8475	8475	"Party and Member Support - Progressive Coalition"	"Non-Departmental Other Expenses"		"Core Government Services"	251	2012	"Main Estimates"	"A"	"This appropriation is limited to funding for the Progressive Coalition parliamentary party to support its Leader's office, research operations, member's and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8739	8739	"Party and Member Support - Maori"	"Non-Departmental Other Expenses"		"Core Government Services"	597	2007	"Actuals"	"A"	"This appropriation is limited to funding for the Maori parliamentary party to support its Co-Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8739	8739	"Party and Member Support - Maori"	"Non-Departmental Other Expenses"		"Core Government Services"	660	2008	"Actuals"	"A"	"This appropriation is limited to funding for the Maori parliamentary party to support its Co-Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8739	8739	"Party and Member Support - Maori"	"Non-Departmental Other Expenses"		"Core Government Services"	657	2009	"Actuals"	"A"	"This appropriation is limited to funding for the Maori parliamentary party to support its Co-Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8739	8739	"Party and Member Support - Maori"	"Non-Departmental Other Expenses"		"Core Government Services"	821	2010	"Actuals"	"A"	"This appropriation is limited to funding for the Maori parliamentary party to support its Co-Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8739	8739	"Party and Member Support - Maori"	"Non-Departmental Other Expenses"		"Core Government Services"	821	2011	"Estimated Actual"	"A"	"This appropriation is limited to funding for the Maori parliamentary party to support its Co-Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8739	8739	"Party and Member Support - Maori"	"Non-Departmental Other Expenses"		"Core Government Services"	698	2012	"Main Estimates"	"A"	"This appropriation is limited to funding for the Maori parliamentary party to support its Co-Leader's office, research operations, Whips' office, members' and, during the immediate post election period, electoral candidates' and former members' parliamentary operations as allowed under directions given by the Speaker."
"Parliamentary Service"	"Parliamentary Service"	8838	8838	"Depreciation Expense on Parliamentary Complex"	"Non-Departmental Other Expenses"		"Core Government Services"	8677	2007	"Actuals"	"A"	"This appropriation is limited to the depreciation expense on the Parliamentary buildings, furniture, antiques and art collection, and the library collection."
"Parliamentary Service"	"Parliamentary Service"	8838	8838	"Depreciation Expense on Parliamentary Complex"	"Non-Departmental Other Expenses"		"Core Government Services"	10960	2008	"Actuals"	"A"	"This appropriation is limited to the depreciation expense on the Parliamentary buildings, furniture, antiques and art collection, and the library collection."
"Parliamentary Service"	"Parliamentary Service"	8838	8838	"Depreciation Expense on Parliamentary Complex"	"Non-Departmental Other Expenses"		"Core Government Services"	10787	2009	"Actuals"	"A"	"This appropriation is limited to the depreciation expense on the Parliamentary buildings, furniture, antiques and art collection, and the library collection."
"Parliamentary Service"	"Parliamentary Service"	8838	8838	"Depreciation Expense on Parliamentary Complex"	"Non-Departmental Other Expenses"		"Core Government Services"	10782	2010	"Actuals"	"A"	"This appropriation is limited to the depreciation expense on the Parliamentary buildings, furniture, antiques and art collection, and the library collection."
"Parliamentary Service"	"Parliamentary Service"	8838	8838	"Depreciation Expense on Parliamentary Complex"	"Non-Departmental Other Expenses"		"Core Government Services"	12474	2011	"Estimated Actual"	"A"	"This appropriation is limited to the depreciation expense on the Parliamentary buildings, furniture, antiques and art collection, and the library collection."
"Parliamentary Service"	"Parliamentary Service"	8838	8838	"Depreciation Expense on Parliamentary Complex"	"Non-Departmental Other Expenses"		"Core Government Services"	12474	2012	"Main Estimates"	"A"	"This appropriation is limited to the depreciation expense on the Parliamentary buildings, furniture, antiques and art collection, and the library collection."
"Parliamentary Service"	"Parliamentary Service"	5285	5285	"Refurbishment of Executive Wing, Parliament"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	2300	2007	"Actuals"	"A"	"Refurbishment of the Beehive."
"Parliamentary Service"	"Parliamentary Service"	8677	8677	"Parliamentary Complex - Minor Capital Works"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	1671	2007	"Actuals"	"A"	"This appropriation is limited to Minor Capital works within the Parliamentary Complex to carry out essential maintenance and minor capital improvements."
"Parliamentary Service"	"Parliamentary Service"	8677	8677	"Parliamentary Complex - Minor Capital Works"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	4549	2008	"Actuals"	"A"	"This appropriation is limited to Minor Capital works within the Parliamentary Complex to carry out essential maintenance and minor capital improvements."
"Parliamentary Service"	"Parliamentary Service"	8677	8677	"Parliamentary Complex - Minor Capital Works"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	694	2009	"Actuals"	"A"	"This appropriation is limited to Minor Capital works within the Parliamentary Complex to carry out essential maintenance and minor capital improvements."
"Parliamentary Service"	"Parliamentary Service"	9351	9351	"Crown Asset Management"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	1981	2009	"Actuals"	"M"	"Minor Capital works within the Parliamentary Complex to carry out essential maintenance and minor capital improvements."
"Parliamentary Service"	"Parliamentary Service"	9351	9351	"Crown Asset Management"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	307	2010	"Actuals"	"M"	"Minor Capital works within the Parliamentary Complex to carry out essential maintenance and minor capital improvements."
"Parliamentary Service"	"Parliamentary Service"	9351	9351	"Crown Asset Management"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	3962	2011	"Estimated Actual"	"M"	"Minor Capital works within the Parliamentary Complex to carry out essential maintenance and minor capital improvements."
"Parliamentary Service"	"Parliamentary Service"	9351	9351	"Crown Asset Management"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	5873	2012	"Main Estimates"	"M"	"Minor Capital works within the Parliamentary Complex to carry out essential maintenance and minor capital improvements."
"Parliamentary Service"	"Parliamentary Service"	9228	9228	"Parliamentary Service - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	7093	2008	"Actuals"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Service, as authorised by section 24(1) of the Public Finance Act 1989."
"Parliamentary Service"	"Parliamentary Service"	9228	9228	"Parliamentary Service - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	6679	2009	"Actuals"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Service, as authorised by section 24(1) of the Public Finance Act 1989."
"Parliamentary Service"	"Parliamentary Service"	9228	9228	"Parliamentary Service - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	3978	2010	"Actuals"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Service, as authorised by section 24(1) of the Public Finance Act 1989."
"Parliamentary Service"	"Parliamentary Service"	9228	9228	"Parliamentary Service - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	6700	2011	"Estimated Actual"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Service, as authorised by section 24(1) of the Public Finance Act 1989."
"Parliamentary Service"	"Parliamentary Service"	9228	9228	"Parliamentary Service - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	4770	2012	"Main Estimates"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Service, as authorised by section 24(1) of the Public Finance Act 1989."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	701	701	"Reports and Advice"	"Departmental Output Expenses"		"Housing and Community"	2563	2007	"Actuals"	"A"	"This appropriation is limited to reviewing, investigating, providing reports and advice on the legal and other systems governing management of the environment and the performance of central and local government agencies in maintaining and improving the quality of the environment."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	701	701	"Reports and Advice"	"Departmental Output Expenses"	"Permanent Legislative Authority"	"Housing and Community"	241	2007	"Actuals"	"A"	"This appropriation is limited to reviewing, investigating, providing reports and advice on the legal and other systems governing management of the environment and the performance of central and local government agencies in maintaining and improving the quality of the environment."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	701	701	"Reports and Advice"	"Departmental Output Expenses"		"Housing and Community"	2051	2008	"Actuals"	"A"	"This appropriation is limited to reviewing, investigating, providing reports and advice on the legal and other systems governing management of the environment and the performance of central and local government agencies in maintaining and improving the quality of the environment."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	701	701	"Reports and Advice"	"Departmental Output Expenses"		"Housing and Community"	2230	2009	"Actuals"	"A"	"This appropriation is limited to reviewing, investigating, providing reports and advice on the legal and other systems governing management of the environment and the performance of central and local government agencies in maintaining and improving the quality of the environment."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	701	701	"Reports and Advice"	"Departmental Output Expenses"		"Housing and Community"	2277	2010	"Actuals"	"A"	"This appropriation is limited to reviewing, investigating, providing reports and advice on the legal and other systems governing management of the environment and the performance of central and local government agencies in maintaining and improving the quality of the environment."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	701	701	"Reports and Advice"	"Departmental Output Expenses"		"Housing and Community"	2340	2011	"Estimated Actual"	"A"	"This appropriation is limited to reviewing, investigating, providing reports and advice on the legal and other systems governing management of the environment and the performance of central and local government agencies in maintaining and improving the quality of the environment."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	701	701	"Reports and Advice"	"Departmental Output Expenses"		"Housing and Community"	2340	2012	"Main Estimates"	"A"	"This appropriation is limited to reviewing, investigating, providing reports and advice on the legal and other systems governing management of the environment and the performance of central and local government agencies in maintaining and improving the quality of the environment."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9365	9365	"Remuneration of the Parliamentary Commissioner for the Environment"	"Departmental Other Expenses"	"Permanent Legislative Authority"	"Core Government Services"	244	2008	"Actuals"	"A"	"This appropriation is limited to remuneration expenses for the Parliamentary Commissioner for the Environment as authorised by section 9 of the Environment Act 1986."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9365	9365	"Remuneration of the Parliamentary Commissioner for the Environment"	"Departmental Other Expenses"	"Permanent Legislative Authority"	"Core Government Services"	251	2009	"Actuals"	"A"	"This appropriation is limited to remuneration expenses for the Parliamentary Commissioner for the Environment as authorised by section 9 of the Environment Act 1986."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9365	9365	"Remuneration of the Parliamentary Commissioner for the Environment"	"Departmental Other Expenses"	"Permanent Legislative Authority"	"Core Government Services"	256	2010	"Actuals"	"A"	"This appropriation is limited to remuneration expenses for the Parliamentary Commissioner for the Environment as authorised by section 9 of the Environment Act 1986."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9365	9365	"Remuneration of the Parliamentary Commissioner for the Environment"	"Departmental Other Expenses"	"Permanent Legislative Authority"	"Core Government Services"	268	2011	"Estimated Actual"	"A"	"This appropriation is limited to remuneration expenses for the Parliamentary Commissioner for the Environment as authorised by section 9 of the Environment Act 1986."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9365	9365	"Remuneration of the Parliamentary Commissioner for the Environment"	"Departmental Other Expenses"	"Permanent Legislative Authority"	"Core Government Services"	268	2012	"Main Estimates"	"A"	"This appropriation is limited to remuneration expenses for the Parliamentary Commissioner for the Environment as authorised by section 9 of the Environment Act 1986."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9229	9229	"Parliamentary Commissioner for the Environment - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	56	2008	"Actuals"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Commissioner for the Environment, as authorised by section 24(1) of the Public Finance Act 1989."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9229	9229	"Parliamentary Commissioner for the Environment - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	598	2009	"Actuals"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Commissioner for the Environment, as authorised by section 24(1) of the Public Finance Act 1989."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9229	9229	"Parliamentary Commissioner for the Environment - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	51	2010	"Actuals"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Commissioner for the Environment, as authorised by section 24(1) of the Public Finance Act 1989."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9229	9229	"Parliamentary Commissioner for the Environment - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	71	2011	"Estimated Actual"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Commissioner for the Environment, as authorised by section 24(1) of the Public Finance Act 1989."
"Parliamentary Commissioner for the Environment"	"Parliamentary Commissioner for the Environment"	9229	9229	"Parliamentary Commissioner for the Environment - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	72	2012	"Main Estimates"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Parliamentary Commissioner for the Environment, as authorised by section 24(1) of the Public Finance Act 1989."
"New Zealand Police"	"Police"	5564	5564	"Policy Advice and Ministerial Servicing"	"Departmental Output Expenses"		"Law & Order"	1646	2007	"Actuals"	"A"	"Ministerial services, drafting replies to ministerial questions, and policy advice on policing issues."
"New Zealand Police"	"Police"	5564	5564	"Policy Advice and Ministerial Servicing"	"Departmental Output Expenses"		"Law & Order"	2668	2008	"Actuals"	"A"	"Ministerial services, drafting replies to ministerial questions, and policy advice on policing issues."
"New Zealand Police"	"Police"	5564	5564	"Policy Advice and Ministerial Servicing"	"Departmental Output Expenses"		"Law & Order"	2576	2009	"Actuals"	"A"	"Ministerial services, drafting replies to ministerial questions, and policy advice on policing issues."
"New Zealand Police"	"Police"	5564	5564	"Policy Advice and Ministerial Servicing"	"Departmental Output Expenses"		"Law & Order"	2896	2010	"Actuals"	"A"	"Ministerial services, drafting replies to ministerial questions, and policy advice on policing issues."
"New Zealand Police"	"Police"	5564	5564	"Policy Advice and Ministerial Servicing"	"Departmental Output Expenses"		"Law & Order"	3151	2011	"Estimated Actual"	"A"	"Ministerial services, drafting replies to ministerial questions, and policy advice on policing issues."
"New Zealand Police"	"Police"	5564	5564	"Policy Advice and Ministerial Servicing"	"Departmental Output Expenses"		"Law & Order"	3173	2012	"Main Estimates"	"A"	"Ministerial services, drafting replies to ministerial questions, and policy advice on policing issues."
"New Zealand Police"	"Police"	7452	7452	"Police Primary Response Management"	"Departmental Output Expenses"		"Law & Order"	334207	2007	"Actuals"	"A"	"Communication Centres providing advice and information to callers, dispatching response vehicles to calls for assistance and the initial attendance at incidents and emergencies."
"New Zealand Police"	"Police"	7452	7452	"Police Primary Response Management"	"Departmental Output Expenses"		"Law & Order"	365719	2008	"Actuals"	"A"	"Communication Centres providing advice and information to callers, dispatching response vehicles to calls for assistance and the initial attendance at incidents and emergencies."
